iter	Passed	Remaining
3820	53909	228265
3821	53923	228250
3822	53937	228235
3823	53950	228219
3824	53964	228204
3825	53978	228189
3826	53992	228174
3827	54007	228162
3828	54021	228148
3829	54034	228130
3830	54048	228116
3831	54063	228103
3832	54076	228087
3833	54090	228073
3834	54105	228061
3835	54119	228045
3836	54132	228028
3837	54147	228016
3838	54161	228002
3839	54175	227988
3840	54190	227977
3841	54204	227962
3842	54218	227948
3843	54232	227935
3844	54246	227921
3845	54260	227907
3846	54276	227900
3847	54291	227887
3848	54305	227876
3849	54320	227862
3850	54334	227850
3851	54349	227837
3852	54363	227823
3853	54377	227809
3854	54391	227794
3855	54405	227779
3856	54419	227766
3857	54433	227753
3858	54447	227737
3859	54461	227723
3860	54476	227712
3861	54490	227697
3862	54504	227683
3863	54521	227681
3864	54536	227671
3865	54550	227657
3866	54564	227642
3867	54578	227627
3868	54592	227612
3869	54606	227596
3870	54619	227580
3871	54634	227569
3872	54649	227557
3873	54663	227542
3874	54676	227526
3875	54690	227512
3876	54705	227498
3877	54718	227482
3878	54733	227469
3879	54746	227453
3880	54760	227437
3881	54774	227423
3882	54792	227423
3883	54806	227409
3884	54820	227396
3885	54834	227382
3886	54848	227368
3887	54862	227352
3888	54876	227336
3889	54890	227321
3890	54903	227305
3891	54917	227291
3892	54931	227276
3893	54946	227263
3894	54960	227250
3895	54974	227234
3896	54988	227219
3897	55001	227204
3898	55016	227193
3899	55031	227179
3900	55045	227165
3901	55059	227154
3902	55073	227139
3903	55088	227125
3904	55102	227111
3905	55116	227097
3906	55130	227084
3907	55145	227073
3908	55159	227059
3909	55173	227045
3910	55187	227029
3911	55203	227020
3912	55216	227005
3913	55230	226989
3914	55244	226974
3915	55258	226959
3916	55271	226942
3917	55285	226929
3918	55299	226913
3919	55313	226897
3920	55326	226881
3921	55340	226865
3922	55354	226851
3923	55368	226837
3924	55382	226821
3925	55395	226804
3926	55409	226788
3927	55423	226772
3928	55437	226758
3929	55451	226744
3930	55465	226729
3931	55484	226737
3932	55499	226723
3933	55512	226707
3934	55526	226691
3935	55540	226675
3936	55554	226661
3937	55567	226645
3938	55582	226633
3939	55596	226619
3940	55612	226611
3941	55626	226596
3942	55639	226581
3943	55653	226565
3944	55667	226551
3945	55681	226536
3946	55695	226521
3947	55709	226507
3948	55723	226493
3949	55737	226478
3950	55752	226466
3951	55766	226452
3952	55780	226437
3953	55794	226424
3954	55808	226408
3955	55821	226391
3956	55836	226378
3957	55850	226364
3958	55864	226350
3959	55878	226336
3960	55892	226319
3961	55905	226304
3962	55920	226291
3963	55934	226278
3964	55948	226263
3965	55967	226270
3966	55982	226259
3967	55995	226241
3968	56010	226227
3969	56023	226212
3970	56037	226196
3971	56051	226181
3972	56065	226167
3973	56079	226152
3974	56093	226136
3975	56106	226120
3976	56120	226105
3977	56134	226089
3978	56147	226072
3979	56161	226058
3980	56175	226042
3981	56189	226026
3982	56202	226011
3983	56216	225993
3984	56230	225978
3985	56244	225965
3986	56258	225951
3987	56278	225961
3988	56292	225947
3989	56307	225934
3990	56321	225920
3991	56335	225907
3992	56349	225892
3993	56364	225879
3994	56379	225870
3995	56393	225856
3996	56407	225839
3997	56421	225825
3998	56434	225810
3999	56452	225808
4000	56465	225792
4001	56479	225778
4002	56493	225760
4003	56506	225743
4004	56520	225728
4005	56534	225713
4006	56548	225698
4007	56561	225683
4008	56576	225670
4009	56590	225656
4010	56604	225640
4011	56618	225628
4012	56633	225618
4013	56647	225603
4014	56661	225588
4015	56676	225575
4016	56689	225560
4017	56703	225545
4018	56718	225532
4019	56732	225518
4020	56746	225503
4021	56760	225489
4022	56774	225475
4023	56788	225460
4024	56802	225447
4025	56816	225432
4026	56830	225418
4027	56845	225405
4028	56859	225390
4029	56873	225375
4030	56887	225361
4031	56901	225346
4032	56915	225331
4033	56929	225317
4034	56943	225302
4035	56957	225287
4036	56971	225274
4037	56985	225259
4038	56998	225243
4039	57012	225228
4040	57025	225210
4041	57039	225196
4042	57054	225183
4043	57068	225169
4044	57082	225155
4045	57101	225158
4046	57115	225144
4047	57131	225138
4048	57145	225125
4049	57159	225109
4050	57173	225094
4051	57187	225080
4052	57202	225068
4053	57215	225051
4054	57229	225038
4055	57244	225025
4056	57258	225010
4057	57274	225003
4058	57288	224988
4059	57302	224974
4060	57316	224960
4061	57330	224947
4062	57344	224933
4063	57359	224919
4064	57372	224903
4065	57386	224888
4066	57400	224873
4067	57414	224859
4068	57428	224845
4069	57442	224832
4070	57457	224818
4071	57471	224803
4072	57485	224789
4073	57500	224778
4074	57515	224767
4075	57528	224751
4076	57542	224735
4077	57561	224739
4078	57575	224725
4079	57590	224715
4080	57604	224699
4081	57618	224685
4082	57632	224670
4083	57645	224653
4084	57659	224638
4085	57673	224625
4086	57687	224608
4087	57700	224592
4088	57714	224578
4089	57728	224564
4090	57742	224547
4091	57756	224533
4092	57771	224521
4093	57784	224505
4094	57798	224490
4095	57812	224476
4096	57827	224463
4097	57841	224449
4098	57855	224435
4099	57869	224421
4100	57883	224407
4101	57898	224395
4102	57915	224390
4103	57931	224386
4104	57945	224370
4105	57959	224356
4106	57973	224341
4107	57987	224326
4108	58001	224311
4109	58015	224298
4110	58029	224284
4111	58043	224268
4112	58057	224253
4113	58071	224240
4114	58088	224237
4115	58102	224222
4116	58116	224209
4117	58131	224195
4118	58145	224181
4119	58163	224184
4120	58178	224172
4121	58192	224157
4122	58206	224144
4123	58221	224131
4124	58235	224117
4125	58249	224102
4126	58263	224088
4127	58277	224074
4128	58291	224058
4129	58305	224045
4130	58319	224031
4131	58334	224018
4132	58348	224004
4133	58362	223991
4134	58376	223976
4135	58390	223962
4136	58406	223954
4137	58420	223938
4138	58434	223926
4139	58448	223911
4140	58462	223896
4141	58476	223882
4142	58491	223870
4143	58505	223857
4144	58519	223841
4145	58533	223829
4146	58548	223815
4147	58562	223804
4148	58576	223788
4149	58590	223773
4150	58604	223759
4151	58618	223744
4152	58632	223731
4153	58646	223715
4154	58661	223702
4155	58675	223689
4156	58690	223678
4157	58704	223664
4158	58718	223648
4159	58732	223636
4160	58746	223619
4161	58760	223604
4162	58777	223603
4163	58791	223587
4164	58805	223575
4165	58819	223560
4166	58833	223544
4167	58847	223531
4168	58862	223519
4169	58876	223504
4170	58890	223490
4171	58905	223480
4172	58919	223465
4173	58933	223451
4174	58947	223434
4175	58961	223420
4176	58975	223407
4177	58990	223393
4178	59003	223378
4179	59017	223364
4180	59031	223348
4181	59045	223333
4182	59059	223319
4183	59073	223304
4184	59088	223291
4185	59102	223279
4186	59116	223264
4187	59130	223251
4188	59145	223238
4189	59159	223225
4190	59173	223209
4191	59187	223195
4192	59201	223181
4193	59216	223171
4194	59231	223159
4195	59245	223146
4196	59260	223133
4197	59274	223118
4198	59288	223106
4199	59303	223092
4200	59317	223078
4201	59330	223063
4202	59345	223049
4203	59359	223035
4204	59373	223022
4205	59387	223007
4206	59401	222992
4207	59415	222978
4208	59429	222964
4209	59444	222950
4210	59457	222933
4211	59471	222920
4212	59485	222906
4213	59499	222891
4214	59514	222879
4215	59528	222865
4216	59542	222851
4217	59557	222837
4218	59571	222823
4219	59585	222808
4220	59599	222794
4221	59613	222781
4222	59627	222766
4223	59641	222751
4224	59655	222737
4225	59669	222723
4226	59683	222708
4227	59697	222693
4228	59711	222678
4229	59727	222673
4230	59741	222656
4231	59755	222642
4232	59769	222629
4233	59783	222614
4234	59797	222600
4235	59812	222586
4236	59828	222580
4237	59842	222566
4238	59856	222552
4239	59870	222538
4240	59884	222523
4241	59898	222507
4242	59912	222493
4243	59926	222478
4244	59939	222462
4245	59953	222447
4246	59967	222433
4247	59982	222420
4248	59996	222404
4249	60009	222388
4250	60023	222373
4251	60037	222359
4252	60051	222345
4253	60066	222333
4254	60080	222318
4255	60094	222304
4256	60108	222288
4257	60122	222273
4258	60135	222258
4259	60150	222244
4260	60163	222228
4261	60177	222214
4262	60191	222199
4263	60205	222182
4264	60219	222169
4265	60233	222153
4266	60246	222137
4267	60259	222119
4268	60273	222103
4269	60287	222089
4270	60301	222073
4271	60315	222059
4272	60329	222045
4273	60343	222031
4274	60357	222017
4275	60372	222004
4276	60385	221989
4277	60402	221984
4278	60417	221974
4279	60431	221959
4280	60445	221945
4281	60460	221931
4282	60474	221917
4283	60488	221902
4284	60502	221888
4285	60516	221874
4286	60530	221860
4287	60546	221851
4288	60559	221836
4289	60574	221823
4290	60588	221808
4291	60602	221794
4292	60616	221780
4293	60629	221763
4294	60643	221748
4295	60657	221734
4296	60671	221719
4297	60686	221705
4298	60699	221690
4299	60714	221678
4300	60728	221663
4301	60742	221648
4302	60756	221636
4303	60771	221623
4304	60785	221610
4305	60799	221596
4306	60813	221581
4307	60827	221566
4308	60841	221552
4309	60856	221539
4310	60870	221526
4311	60884	221512
4312	60899	221499
4313	60913	221486
4314	60927	221470
4315	60941	221456
4316	60955	221440
4317	60968	221424
4318	60982	221408
4319	60996	221393
4320	61010	221379
4321	61024	221364
4322	61038	221350
4323	61052	221336
4324	61066	221321
4325	61079	221305
4326	61093	221290
4327	61108	221278
4328	61122	221263
4329	61136	221250
4330	61151	221237
4331	61165	221223
4332	61179	221209
4333	61193	221194
4334	61207	221181
4335	61222	221167
4336	61236	221154
4337	61250	221139
4338	61264	221124
4339	61278	221109
4340	61292	221095
4341	61306	221081
4342	61320	221067
4343	61334	221052
4344	61348	221038
4345	61365	221035
4346	61379	221020
4347	61393	221004
4348	61407	220988
4349	61421	220974
4350	61434	220958
4351	61448	220942
4352	61462	220929
4353	61476	220913
4354	61489	220898
4355	61503	220881
4356	61517	220867
4357	61531	220853
4358	61545	220838
4359	61559	220822
4360	61573	220808
4361	61587	220795
4362	61602	220782
4363	61616	220769
4364	61630	220755
4365	61645	220742
4366	61659	220729
4367	61673	220714
4368	61687	220699
4369	61701	220683
4370	61714	220667
4371	61729	220654
4372	61743	220640
4373	61757	220626
4374	61771	220613
4375	61785	220599
4376	61799	220584
4377	61813	220569
4378	61827	220554
4379	61842	220541
4380	61856	220528
4381	61870	220513
4382	61884	220498
4383	61898	220485
4384	61916	220486
4385	61931	220472
4386	61945	220459
4387	61959	220446
4388	61974	220433
4389	61988	220420
4390	62003	220406
4391	62017	220392
4392	62032	220382
4393	62046	220368
4394	62065	220371
4395	62080	220360
4396	62095	220348
4397	62109	220334
4398	62124	220322
4399	62138	220307
4400	62152	220294
4401	62170	220293
4402	62183	220277
4403	62197	220261
4404	62211	220247
4405	62225	220233
4406	62239	220219
4407	62254	220205
4408	62268	220194
4409	62283	220180
4410	62297	220166
4411	62311	220153
4412	62325	220137
4413	62339	220123
4414	62353	220109
4415	62368	220096
4416	62382	220081
4417	62396	220069
4418	62411	220056
4419	62425	220042
4420	62439	220027
4421	62453	220014
4422	62468	220002
4423	62482	219988
4424	62497	219975
4425	62511	219962
4426	62525	219949
4427	62539	219933
4428	62553	219920
4429	62567	219905
4430	62581	219891
4431	62596	219876
4432	62609	219862
4433	62623	219846
4434	62637	219830
4435	62651	219816
4436	62665	219803
4437	62680	219791
4438	62694	219777
4439	62708	219761
4440	62722	219748
4441	62736	219733
4442	62751	219720
4443	62765	219705
4444	62779	219692
4445	62793	219678
4446	62807	219664
4447	62821	219650
4448	62839	219649
4449	62854	219636
4450	62868	219623
4451	62882	219609
4452	62896	219595
4453	62911	219581
4454	62925	219567
4455	62939	219553
4456	62954	219542
4457	62968	219527
4458	62985	219522
4459	62999	219510
4460	63014	219497
4461	63028	219485
4462	63043	219472
4463	63058	219461
4464	63072	219445
4465	63086	219431
4466	63101	219419
4467	63114	219405
4468	63129	219392
4469	63143	219378
4470	63158	219367
4471	63174	219359
4472	63188	219343
4473	63202	219330
4474	63216	219315
4475	63230	219302
4476	63245	219288
4477	63259	219274
4478	63273	219260
4479	63288	219248
4480	63302	219234
4481	63316	219221
4482	63334	219220
4483	63348	219205
4484	63362	219190
4485	63377	219178
4486	63392	219167
4487	63406	219153
4488	63422	219147
4489	63436	219131
4490	63451	219119
4491	63465	219105
4492	63479	219090
4493	63493	219076
4494	63507	219062
4495	63521	219047
4496	63535	219033
4497	63549	219019
4498	63564	219007
4499	63578	218993
4500	63592	218979
4501	63606	218963
4502	63626	218968
4503	63645	218972
4504	63668	218986
4505	63684	218981
4506	63698	218966
4507	63714	218958
4508	63729	218946
4509	63744	218936
4510	63758	218921
4511	63772	218906
4512	63786	218893
4513	63802	218886
4514	63817	218872
4515	63831	218859
4516	63845	218844
4517	63859	218829
4518	63873	218815
4519	63887	218800
4520	63901	218786
4521	63915	218772
4522	63929	218758
4523	63944	218744
4524	63958	218730
4525	63972	218716
4526	63986	218703
4527	64001	218689
4528	64015	218675
4529	64030	218666
4530	64045	218654
4531	64059	218640
4532	64074	218627
4533	64088	218614
4534	64103	218603
4535	64118	218590
4536	64133	218578
4537	64147	218564
4538	64161	218551
4539	64176	218538
4540	64191	218526
4541	64205	218513
4542	64219	218499
4543	64233	218485
4544	64248	218472
4545	64262	218458
4546	64276	218445
4547	64292	218434
4548	64306	218421
4549	64321	218409
4550	64336	218397
4551	64350	218384
4552	64364	218370
4553	64379	218357
4554	64393	218344
4555	64407	218329
4556	64423	218320
4557	64437	218307
4558	64451	218293
4559	64466	218279
4560	64480	218266
4561	64494	218252
4562	64509	218240
4563	64523	218227
4564	64537	218212
4565	64551	218197
4566	64565	218183
4567	64579	218167
4568	64593	218153
4569	64607	218137
4570	64621	218125
4571	64635	218110
4572	64649	218096
4573	64664	218082
4574	64677	218066
4575	64691	218052
4576	64706	218039
4577	64720	218024
4578	64735	218012
4579	64749	217999
4580	64763	217986
4581	64777	217970
4582	64791	217956
4583	64806	217944
4584	64821	217932
4585	64835	217918
4586	64849	217904
4587	64863	217889
4588	64877	217876
4589	64891	217861
4590	64905	217847
4591	64919	217832
4592	64934	217818
4593	64948	217805
4594	64962	217789
4595	64976	217776
4596	64990	217761
4597	65004	217748
4598	65019	217735
4599	65033	217721
4600	65047	217707
4601	65062	217694
4602	65076	217680
4603	65089	217663
4604	65103	217648
4605	65118	217634
4606	65132	217621
4607	65146	217606
4608	65160	217591
4609	65174	217578
4610	65188	217562
4611	65202	217550
4612	65217	217536
4613	65230	217520
4614	65245	217507
4615	65259	217494
4616	65273	217480
4617	65295	217489
4618	65309	217476
4619	65323	217463
4620	65338	217450
4621	65352	217435
4622	65366	217422
4623	65381	217409
4624	65395	217395
4625	65409	217382
4626	65427	217380
4627	65441	217366
4628	65456	217354
4629	65471	217341
4630	65485	217328
4631	65499	217313
4632	65513	217298
4633	65527	217285
4634	65542	217274
4635	65556	217259
4636	65570	217245
4637	65585	217233
4638	65599	217219
4639	65614	217207
4640	65628	217193
4641	65643	217179
4642	65657	217165
4643	65671	217152
4644	65686	217139
4645	65700	217125
4646	65714	217112
4647	65728	217096
4648	65742	217081
4649	65756	217067
4650	65770	217053
4651	65784	217038
4652	65799	217025
4653	65813	217010
4654	65827	216996
4655	65840	216980
4656	65855	216966
4657	65869	216953
4658	65883	216939
4659	65897	216924
4660	65912	216913
4661	65926	216899
4662	65940	216884
4663	65954	216869
4664	65968	216855
4665	65982	216839
4666	65996	216825
4667	66010	216809
4668	66024	216795
4669	66038	216780
4670	66052	216767
4671	66066	216753
4672	66081	216740
4673	66095	216726
4674	66109	216712
4675	66124	216702
4676	66139	216689
4677	66153	216676
4678	66168	216662
4679	66182	216648
4680	66196	216632
4681	66210	216618
4682	66224	216605
4683	66238	216590
4684	66258	216594
4685	66272	216580
4686	66287	216567
4687	66300	216552
4688	66314	216538
4689	66329	216524
4690	66343	216509
4691	66357	216495
4692	66371	216482
4693	66386	216470
4694	66401	216458
4695	66415	216445
4696	66429	216431
4697	66444	216417
4698	66458	216405
4699	66472	216390
4700	66486	216376
4701	66501	216362
4702	66516	216352
4703	66531	216339
4704	66544	216324
4705	66558	216308
4706	66572	216295
4707	66587	216280
4708	66600	216265
4709	66615	216252
4710	66629	216237
4711	66643	216223
4712	66657	216210
4713	66673	216199
4714	66687	216185
4715	66701	216170
4716	66715	216156
4717	66729	216142
4718	66743	216127
4719	66757	216114
4720	66771	216099
4721	66785	216085
4722	66800	216071
4723	66813	216056
4724	66827	216040
4725	66842	216028
4726	66856	216014
4727	66870	215999
4728	66884	215985
4729	66902	215984
4730	66917	215970
4731	66931	215956
4732	66945	215942
4733	66959	215929
4734	66974	215915
4735	66988	215902
4736	67002	215888
4737	67016	215873
4738	67032	215865
4739	67046	215850
4740	67060	215835
4741	67074	215819
4742	67087	215804
4743	67101	215790
4744	67115	215774
4745	67130	215761
4746	67143	215745
4747	67158	215732
4748	67172	215719
4749	67186	215705
4750	67201	215692
4751	67215	215677
4752	67230	215665
4753	67244	215653
4754	67259	215640
4755	67273	215626
4756	67288	215613
4757	67302	215600
4758	67316	215586
4759	67331	215572
4760	67345	215558
4761	67359	215545
4762	67373	215530
4763	67388	215518
4764	67402	215503
4765	67416	215490
4766	67430	215474
4767	67445	215462
4768	67459	215448
4769	67473	215433
4770	67487	215419
4771	67501	215404
4772	67515	215390
4773	67529	215377
4774	67544	215363
4775	67558	215348
4776	67572	215334
4777	67587	215322
4778	67601	215308
4779	67615	215293
4780	67629	215279
4781	67643	215265
4782	67657	215251
4783	67671	215236
4784	67685	215221
4785	67699	215206
4786	67713	215191
4787	67727	215177
4788	67743	215167
4789	67756	215153
4790	67771	215139
4791	67785	215125
4792	67800	215113
4793	67818	215111
4794	67833	215100
4795	67847	215086
4796	67861	215070
4797	67875	215057
4798	67889	215043
4799	67904	215031
4800	67919	215018
4801	67933	215003
4802	67947	214990
4803	67961	214975
4804	67975	214961
4805	67989	214946
4806	68003	214931
4807	68017	214918
4808	68031	214902
4809	68045	214889
4810	68060	214875
4811	68074	214860
4812	68088	214846
4813	68102	214831
4814	68115	214816
4815	68129	214801
4816	68144	214788
4817	68158	214773
4818	68172	214759
4819	68186	214745
4820	68200	214731
4821	68215	214717
4822	68229	214704
4823	68243	214689
4824	68257	214674
4825	68271	214659
4826	68284	214643
4827	68299	214631
4828	68313	214616
4829	68327	214603
4830	68341	214588
4831	68358	214581
4832	68372	214567
4833	68386	214553
4834	68399	214536
4835	68414	214523
4836	68428	214510
4837	68443	214497
4838	68457	214484
4839	68471	214468
4840	68485	214455
4841	68502	214447
4842	68516	214433
4843	68530	214420
4844	68545	214407
4845	68558	214391
4846	68572	214377
4847	68586	214362
4848	68605	214362
4849	68620	214350
4850	68636	214342
4851	68650	214329
4852	68665	214314
4853	68679	214301
4854	68693	214287
4855	68708	214275
4856	68722	214260
4857	68736	214245
4858	68750	214232
4859	68764	214217
4860	68779	214204
4861	68792	214189
4862	68807	214174
4863	68821	214161
4864	68835	214146
4865	68849	214133
4866	68864	214119
4867	68878	214105
4868	68892	214090
4869	68906	214077
4870	68921	214064
4871	68936	214052
4872	68950	214038
4873	68964	214025
4874	68978	214010
4875	68993	213997
4876	69009	213989
4877	69023	213974
4878	69038	213964
4879	69056	213961
4880	69070	213946
4881	69086	213938
4882	69100	213925
4883	69115	213911
4884	69129	213898
4885	69143	213883
4886	69157	213868
4887	69171	213854
4888	69185	213841
4889	69200	213827
4890	69214	213814
4891	69229	213801
4892	69244	213789
4893	69258	213775
4894	69272	213761
4895	69287	213749
4896	69301	213736
4897	69315	213721
4898	69330	213709
4899	69344	213695
4900	69358	213680
4901	69372	213665
4902	69387	213652
4903	69401	213638
4904	69415	213624
4905	69429	213610
4906	69443	213595
4907	69457	213581
4908	69472	213569
4909	69487	213557
4910	69501	213543
4911	69517	213534
4912	69532	213521
4913	69545	213506
4914	69560	213494
4915	69574	213479
4916	69588	213465
4917	69603	213452
4918	69618	213441
4919	69633	213429
4920	69648	213417
4921	69662	213403
4922	69676	213388
4923	69690	213375
4924	69704	213360
4925	69719	213346
4926	69734	213334
4927	69747	213319
4928	69761	213304
4929	69776	213291
4930	69790	213277
4931	69804	213263
4932	69818	213250
4933	69833	213237
4934	69847	213222
4935	69863	213214
4936	69877	213199
4937	69891	213183
4938	69906	213171
4939	69920	213159
4940	69934	213145
4941	69948	213130
4942	69962	213115
4943	69976	213100
4944	69990	213085
4945	70004	213070
4946	70018	213055
4947	70032	213040
4948	70046	213026
4949	70060	213011
4950	70074	212996
4951	70088	212981
4952	70106	212979
4953	70120	212964
4954	70134	212950
4955	70147	212934
4956	70161	212917
4957	70174	212902
4958	70189	212889
4959	70203	212876
4960	70217	212860
4961	70234	212856
4962	70248	212840
4963	70262	212826
4964	70276	212812
4965	70290	212797
4966	70304	212782
4967	70317	212764
4968	70331	212750
4969	70345	212736
4970	70359	212720
4971	70373	212705
4972	70386	212688
4973	70400	212674
4974	70414	212658
4975	70428	212643
4976	70442	212630
4977	70456	212616
4978	70471	212601
4979	70485	212587
4980	70499	212573
4981	70513	212558
4982	70527	212544
4983	70541	212529
4984	70555	212514
4985	70568	212498
4986	70582	212482
4987	70596	212469
4988	70610	212454
4989	70624	212438
4990	70638	212424
4991	70651	212408
4992	70665	212392
4993	70679	212378
4994	70694	212365
4995	70707	212349
4996	70721	212335
4997	70735	212319
4998	70748	212303
4999	70762	212287
5000	70776	212273
5001	70790	212259
5002	70804	212244
5003	70818	212228
5004	70831	212211
5005	70845	212196
5006	70858	212180
5007	70872	212165
5008	70887	212154
5009	70901	212139
5010	70916	212126
5011	70930	212110
5012	70943	212096
5013	70957	212081
5014	70971	212064
5015	70985	212049
5016	70999	212034
5017	71012	212018
5018	71027	212007
5019	71041	211992
5020	71055	211977
5021	71068	211961
5022	71082	211946
5023	71097	211933
5024	71110	211915
5025	71123	211898
5026	71137	211883
5027	71151	211868
5028	71165	211854
5029	71179	211839
5030	71192	211822
5031	71206	211808
5032	71220	211794
5033	71234	211779
5034	71248	211764
5035	71262	211749
5036	71276	211736
5037	71290	211722
5038	71305	211707
5039	71319	211693
5040	71332	211678
5041	71346	211662
5042	71360	211648
5043	71375	211634
5044	71389	211621
5045	71404	211608
5046	71418	211593
5047	71431	211578
5048	71446	211565
5049	71460	211550
5050	71473	211534
5051	71487	211519
5052	71501	211503
5053	71515	211488
5054	71529	211474
5055	71542	211458
5056	71556	211444
5057	71571	211430
5058	71585	211416
5059	71599	211402
5060	71613	211387
5061	71627	211373
5062	71641	211357
5063	71655	211344
5064	71670	211331
5065	71689	211331
5066	71703	211316
5067	71716	211301
5068	71732	211291
5069	71748	211282
5070	71762	211268
5071	71776	211253
5072	71791	211241
5073	71805	211227
5074	71819	211213
5075	71833	211199
5076	71848	211185
5077	71862	211172
5078	71876	211158
5079	71890	211143
5080	71905	211129
5081	71919	211115
5082	71933	211101
5083	71947	211088
5084	71961	211073
5085	71975	211057
5086	71988	211041
5087	72003	211028
5088	72016	211011
5089	72030	210997
5090	72044	210982
5091	72058	210968
5092	72072	210953
5093	72086	210937
5094	72100	210923
5095	72114	210908
5096	72128	210894
5097	72142	210879
5098	72156	210865
5099	72169	210848
5100	72185	210839
5101	72199	210825
5102	72213	210810
5103	72226	210793
5104	72240	210778
5105	72254	210762
5106	72268	210748
5107	72281	210732
5108	72295	210717
5109	72309	210701
5110	72323	210686
5111	72336	210671
5112	72350	210656
5113	72364	210641
5114	72378	210625
5115	72392	210611
5116	72405	210595
5117	72419	210579
5118	72433	210565
5119	72447	210550
5120	72463	210541
5121	72477	210525
5122	72491	210513
5123	72505	210497
5124	72519	210482
5125	72532	210465
5126	72546	210450
5127	72560	210435
5128	72573	210420
5129	72588	210406
5130	72604	210397
5131	72621	210391
5132	72634	210376
5133	72648	210360
5134	72662	210346
5135	72676	210330
5136	72689	210315
5137	72703	210299
5138	72717	210284
5139	72731	210270
5140	72745	210255
5141	72759	210240
5142	72773	210227
5143	72787	210211
5144	72801	210197
5145	72815	210182
5146	72829	210167
5147	72843	210152
5148	72857	210138
5149	72871	210123
5150	72885	210110
5151	72899	210095
5152	72913	210080
5153	72928	210067
5154	72943	210057
5155	72957	210041
5156	72971	210028
5157	72985	210013
5158	72999	209999
5159	73013	209984
5160	73027	209970
5161	73042	209956
5162	73056	209943
5163	73070	209928
5164	73084	209914
5165	73098	209900
5166	73112	209885
5167	73126	209871
5168	73141	209858
5169	73155	209843
5170	73169	209830
5171	73183	209814
5172	73197	209800
5173	73211	209785
5174	73226	209774
5175	73241	209761
5176	73259	209760
5177	73274	209747
5178	73288	209734
5179	73303	209720
5180	73317	209706
5181	73331	209692
5182	73345	209678
5183	73359	209662
5184	73373	209648
5185	73387	209633
5186	73403	209626
5187	73418	209612
5188	73431	209597
5189	73448	209588
5190	73462	209574
5191	73476	209561
5192	73490	209545
5193	73503	209529
5194	73517	209515
5195	73532	209502
5196	73546	209489
5197	73561	209475
5198	73575	209461
5199	73589	209447
5200	73604	209434
5201	73618	209420
5202	73633	209407
5203	73646	209392
5204	73661	209378
5205	73675	209365
5206	73689	209351
5207	73704	209337
5208	73718	209324
5209	73732	209311
5210	73747	209296
5211	73761	209284
5212	73776	209270
5213	73790	209256
5214	73804	209243
5215	73819	209229
5216	73832	209214
5217	73847	209201
5218	73861	209186
5219	73875	209173
5220	73889	209158
5221	73904	209144
5222	73918	209131
5223	73932	209115
5224	73945	209100
5225	73960	209087
5226	73974	209073
5227	73989	209060
5228	74003	209046
5229	74017	209030
5230	74030	209014
5231	74044	209001
5232	74058	208986
5233	74072	208971
5234	74086	208956
5235	74100	208941
5236	74114	208926
5237	74128	208911
5238	74141	208895
5239	74156	208882
5240	74169	208867
5241	74186	208860
5242	74200	208846
5243	74214	208832
5244	74229	208818
5245	74243	208805
5246	74257	208789
5247	74271	208775
5248	74285	208761
5249	74299	208747
5250	74313	208732
5251	74327	208718
5252	74341	208703
5253	74356	208689
5254	74370	208675
5255	74384	208661
5256	74398	208647
5257	74412	208632
5258	74426	208617
5259	74440	208604
5260	74454	208588
5261	74468	208573
5262	74482	208558
5263	74495	208543
5264	74510	208529
5265	74524	208514
5266	74537	208499
5267	74551	208485
5268	74566	208470
5269	74579	208455
5270	74593	208440
5271	74607	208425
5272	74621	208412
5273	74636	208398
5274	74650	208384
5275	74664	208370
5276	74678	208354
5277	74691	208338
5278	74705	208324
5279	74720	208310
5280	74734	208296
5281	74748	208283
5282	74763	208270
5283	74777	208256
5284	74791	208242
5285	74806	208229
5286	74820	208213
5287	74837	208208
5288	74851	208195
5289	74866	208182
5290	74880	208167
5291	74894	208154
5292	74908	208139
5293	74923	208125
5294	74937	208111
5295	74950	208096
5296	74967	208089
5297	74981	208075
5298	74995	208060
5299	75010	208047
5300	75024	208033
5301	75038	208019
5302	75052	208004
5303	75066	207990
5304	75081	207978
5305	75095	207963
5306	75109	207948
5307	75124	207937
5308	75139	207923
5309	75153	207909
5310	75167	207894
5311	75181	207882
5312	75195	207867
5313	75210	207853
5314	75223	207838
5315	75238	207824
5316	75252	207810
5317	75266	207795
5318	75279	207779
5319	75293	207764
5320	75307	207749
5321	75321	207736
5322	75336	207722
5323	75350	207708
5324	75364	207694
5325	75378	207678
5326	75392	207664
5327	75406	207650
5328	75420	207636
5329	75435	207623
5330	75449	207609
5331	75464	207597
5332	75477	207581
5333	75491	207567
5334	75505	207551
5335	75519	207535
5336	75533	207521
5337	75546	207506
5338	75560	207491
5339	75574	207476
5340	75588	207461
5341	75602	207447
5342	75616	207432
5343	75631	207419
5344	75645	207405
5345	75659	207391
5346	75673	207377
5347	75688	207363
5348	75702	207349
5349	75716	207335
5350	75730	207321
5351	75746	207310
5352	75759	207295
5353	75774	207282
5354	75788	207267
5355	75802	207253
5356	75815	207237
5357	75829	207222
5358	75843	207206
5359	75857	207192
5360	75872	207180
5361	75886	207166
5362	75900	207151
5363	75914	207138
5364	75928	207123
5365	75942	207108
5366	75956	207094
5367	75970	207080
5368	75985	207066
5369	75999	207051
5370	76013	207037
5371	76027	207024
5372	76042	207010
5373	76055	206995
