iter	MAE
478	1526.137431
479	1526.123551
480	1526.109809
481	1526.096083
482	1526.082335
483	1526.068506
484	1526.054785
485	1526.041248
486	1526.027443
487	1526.013709
488	1525.999923
489	1525.986153
490	1525.972355
491	1525.958817
492	1525.945032
493	1525.931395
494	1525.917593
495	1525.90405
496	1525.890343
497	1525.876766
498	1525.863186
499	1525.849694
500	1525.836029
501	1525.822367
502	1525.808651
503	1525.794914
504	1525.781247
505	1525.767624
506	1525.753878
507	1525.740177
508	1525.726394
509	1525.712689
510	1525.698941
511	1525.685218
512	1525.671496
513	1525.657729
514	1525.644011
515	1525.630204
516	1525.616531
517	1525.602927
518	1525.589386
519	1525.575624
520	1525.561889
521	1525.548524
522	1525.534675
523	1525.520871
524	1525.507221
525	1525.493407
526	1525.47964
527	1525.465923
528	1525.452189
529	1525.438454
530	1525.424753
531	1525.41099
532	1525.397317
533	1525.383757
534	1525.369946
535	1525.35643
536	1525.342792
537	1525.329077
538	1525.315386
539	1525.301642
540	1525.287856
541	1525.274049
542	1525.260501
543	1525.246821
544	1525.233009
545	1525.21933
546	1525.20564
547	1525.191844
548	1525.178071
549	1525.164346
550	1525.150611
551	1525.137067
552	1525.123478
553	1525.109728
554	1525.09599
555	1525.082316
556	1525.068617
557	1525.055014
558	1525.041284
559	1525.027654
560	1525.013906
561	1525.000384
562	1524.986692
563	1524.973162
564	1524.959453
565	1524.945662
566	1524.931952
567	1524.918135
568	1524.90433
569	1524.8908
570	1524.877052
571	1524.863302
572	1524.849445
573	1524.835641
574	1524.821911
575	1524.808236
576	1524.794519
577	1524.780713
578	1524.767012
579	1524.753219
580	1524.739556
581	1524.72593
582	1524.712187
583	1524.698392
584	1524.684897
585	1524.671251
586	1524.657555
587	1524.64382
588	1524.630039
589	1524.616214
590	1524.602677
591	1524.588926
592	1524.575175
593	1524.561474
594	1524.547706
595	1524.533943
596	1524.520202
597	1524.506556
598	1524.492758
599	1524.47899
600	1524.465358
601	1524.451704
602	1524.438189
603	1524.424476
604	1524.410681
605	1524.396914
606	1524.383223
607	1524.369471
608	1524.355707
609	1524.341966
610	1524.328161
611	1524.314404
612	1524.300671
613	1524.286916
614	1524.273179
615	1524.259402
616	1524.245626
617	1524.232018
618	1524.218351
619	1524.204627
620	1524.190884
621	1524.177031
622	1524.16334
623	1524.149533
624	1524.13579
625	1524.121991
626	1524.108292
627	1524.094516
628	1524.080838
629	1524.067126
630	1524.05332
631	1524.039706
632	1524.026031
633	1524.012277
634	1523.998524
635	1523.984766
636	1523.971146
637	1523.957417
638	1523.943677
639	1523.930165
640	1523.916506
641	1523.902745
642	1523.888959
643	1523.875251
644	1523.861472
645	1523.847732
646	1523.834069
647	1523.820414
648	1523.806662
649	1523.792875
650	1523.779108
651	1523.765238
652	1523.751552
653	1523.737741
654	1523.724027
655	1523.710386
656	1523.696637
657	1523.682856
658	1523.669204
659	1523.655519
660	1523.641736
661	1523.628024
662	1523.614387
663	1523.600649
664	1523.586838
665	1523.573109
666	1523.559597
667	1523.545892
668	1523.532149
669	1523.518577
670	1523.504793
671	1523.491014
672	1523.477238
673	1523.463523
674	1523.449752
675	1523.435912
676	1523.422148
677	1523.40857
678	1523.394772
679	1523.380999
680	1523.367254
681	1523.353528
682	1523.339801
683	1523.326129
684	1523.312419
685	1523.298678
686	1523.285039
687	1523.271379
688	1523.257657
689	1523.244135
690	1523.230325
691	1523.216759
692	1523.203013
693	1523.189225
694	1523.175473
695	1523.161719
696	1523.147968
697	1523.134235
698	1523.120508
699	1523.106914
700	1523.09327
701	1523.079606
702	1523.066026
703	1523.052183
704	1523.038439
705	1523.024666
706	1523.01087
707	1522.997298
708	1522.983705
709	1522.970074
710	1522.956425
711	1522.942862
712	1522.929271
713	1522.915488
714	1522.901878
715	1522.88814
716	1522.874561
717	1522.860922
718	1522.847173
719	1522.833642
720	1522.820035
721	1522.806355
722	1522.792762
723	1522.779082
724	1522.765349
725	1522.751646
726	1522.737971
727	1522.724496
728	1522.710899
729	1522.697217
730	1522.683454
731	1522.66987
732	1522.656162
733	1522.642461
734	1522.628664
735	1522.614971
736	1522.601312
737	1522.587672
738	1522.573896
739	1522.56014
740	1522.546423
741	1522.53277
742	1522.519029
743	1522.505364
744	1522.491676
745	1522.477988
746	1522.464439
747	1522.450691
748	1522.437017
749	1522.423331
750	1522.409605
751	1522.395963
752	1522.382334
753	1522.368649
754	1522.354974
755	1522.341386
756	1522.327671
757	1522.31425
758	1522.30059
759	1522.28689
760	1522.273204
761	1522.259539
762	1522.245765
763	1522.232102
764	1522.218508
765	1522.2048
766	1522.191028
767	1522.177267
768	1522.163606
769	1522.149814
770	1522.136167
771	1522.122483
772	1522.108908
773	1522.09518
774	1522.081369
775	1522.067675
776	1522.053885
777	1522.040119
778	1522.026569
779	1522.01292
780	1521.999468
781	1521.985766
782	1521.97207
783	1521.958418
784	1521.944746
785	1521.93108
786	1521.917291
787	1521.903616
788	1521.889928
789	1521.876129
790	1521.86242
791	1521.848729
792	1521.835036
793	1521.821441
794	1521.807793
795	1521.794179
796	1521.780577
797	1521.766966
798	1521.753274
799	1521.739667
800	1521.726028
801	1521.71234
802	1521.698662
803	1521.684932
804	1521.671182
805	1521.657585
806	1521.643936
807	1521.630303
808	1521.616575
809	1521.602945
810	1521.58927
811	1521.575554
812	1521.561832
813	1521.548306
814	1521.534662
815	1521.520989
816	1521.507339
817	1521.493675
818	1521.479935
819	1521.466236
820	1521.452547
821	1521.438935
822	1521.425267
823	1521.411613
824	1521.3979
825	1521.384235
826	1521.370594
827	1521.356955
828	1521.343362
829	1521.329647
830	1521.316156
831	1521.302591
832	1521.289
833	1521.275379
834	1521.261754
835	1521.248136
836	1521.234432
837	1521.220827
838	1521.207218
839	1521.193516
840	1521.179853
841	1521.166219
842	1521.152624
843	1521.139082
844	1521.125427
845	1521.111989
846	1521.098399
847	1521.084677
848	1521.071059
849	1521.057598
850	1521.043999
851	1521.030388
852	1521.016712
853	1521.003173
854	1520.989587
855	1520.975993
856	1520.962592
857	1520.949011
858	1520.935435
859	1520.921845
860	1520.908287
861	1520.894602
862	1520.881023
863	1520.867413
864	1520.853798
865	1520.840281
866	1520.826651
867	1520.812979
868	1520.799298
869	1520.785719
870	1520.772137
871	1520.758498
872	1520.744827
873	1520.731217
874	1520.717618
875	1520.703994
876	1520.69031
877	1520.676613
878	1520.663125
879	1520.649566
880	1520.635889
881	1520.622179
882	1520.608523
883	1520.595033
884	1520.581334
885	1520.567792
886	1520.554176
887	1520.540559
888	1520.527035
889	1520.513458
890	1520.499795
891	1520.486164
892	1520.472496
893	1520.458838
894	1520.445251
895	1520.431611
896	1520.418116
897	1520.404478
898	1520.39094
899	1520.377245
900	1520.363619
901	1520.349926
902	1520.336305
903	1520.322587
904	1520.308931
905	1520.295438
906	1520.28169
907	1520.268106
908	1520.25447
909	1520.240812
910	1520.227267
911	1520.213678
912	1520.200207
913	1520.186539
914	1520.17287
915	1520.159259
916	1520.14562
917	1520.132106
918	1520.118566
919	1520.10489
920	1520.091503
921	1520.078063
922	1520.064475
923	1520.050852
924	1520.037177
925	1520.023456
926	1520.00978
927	1519.996372
928	1519.982689
929	1519.969043
930	1519.955539
931	1519.941906
932	1519.928251
933	1519.914633
934	1519.900964
935	1519.887289
936	1519.873672
937	1519.860073
938	1519.846476
939	1519.832903
940	1519.819357
941	1519.805654
942	1519.79199
943	1519.778374
944	1519.764742
945	1519.751112
946	1519.737451
947	1519.723788
948	1519.710158
949	1519.696505
950	1519.68287
951	1519.669164
952	1519.655526
953	1519.641948
954	1519.628327
955	1519.614735
956	1519.601164
957	1519.587746
958	1519.574178
959	1519.560502
960	1519.546806
961	1519.533106
962	1519.519406
963	1519.505752
964	1519.492057
965	1519.478354
966	1519.46472
967	1519.451117
968	1519.437417
969	1519.423776
970	1519.410186
971	1519.396481
972	1519.383185
973	1519.369657
974	1519.356112
975	1519.342506
976	1519.328934
977	1519.315384
978	1519.301788
979	1519.28815
980	1519.274666
981	1519.260955
982	1519.247569
983	1519.23414
984	1519.220533
985	1519.206857
986	1519.193244
987	1519.179582
988	1519.165881
989	1519.152289
990	1519.138752
991	1519.125058
992	1519.111475
993	1519.097796
994	1519.084135
995	1519.070488
996	1519.056904
997	1519.043264
998	1519.02965
999	1519.016057
1000	1519.002368
1001	1518.988668
1002	1518.975104
1003	1518.961427
1004	1518.947706
1005	1518.934135
1006	1518.920463
1007	1518.90686
1008	1518.893204
1009	1518.87952
1010	1518.86577
1011	1518.85204
1012	1518.838537
1013	1518.82494
1014	1518.811342
1015	1518.797689
1016	1518.784119
1017	1518.770645
1018	1518.757099
1019	1518.743601
1020	1518.730006
1021	1518.716384
1022	1518.702728
1023	1518.689054
1024	1518.675456
1025	1518.661812
1026	1518.648188
1027	1518.634465
1028	1518.620742
1029	1518.607087
1030	1518.59348
1031	1518.579827
1032	1518.566264
1033	1518.552592
1034	1518.539129
1035	1518.525424
1036	1518.511868
1037	1518.498167
1038	1518.484541
1039	1518.47097
1040	1518.457315
1041	1518.443654
1042	1518.42999
1043	1518.416374
1044	1518.402755
1045	1518.389356
1046	1518.375741
1047	1518.362112
1048	1518.348691
1049	1518.335123
1050	1518.321537
1051	1518.307994
1052	1518.294426
1053	1518.280859
1054	1518.267213
1055	1518.253691
1056	1518.240063
1057	1518.226394
1058	1518.212753
1059	1518.199176
1060	1518.185548
1061	1518.171985
1062	1518.158484
1063	1518.144793
1064	1518.131203
1065	1518.11769
1066	1518.104049
1067	1518.09052
1068	1518.076908
1069	1518.063324
1070	1518.04979
1071	1518.03619
1072	1518.022655
1073	1518.009148
1074	1517.9957
1075	1517.982151
1076	1517.968727
1077	1517.955266
1078	1517.941717
1079	1517.928255
1080	1517.914933
1081	1517.901392
1082	1517.887885
1083	1517.874492
1084	1517.860966
1085	1517.847465
1086	1517.833969
1087	1517.82052
1088	1517.806906
1089	1517.793453
1090	1517.779955
1091	1517.766618
1092	1517.75303
1093	1517.739553
1094	1517.725984
1095	1517.712451
1096	1517.698909
1097	1517.685324
1098	1517.671871
1099	1517.658282
1100	1517.644824
1101	1517.63131
1102	1517.617858
1103	1517.604375
1104	1517.590846
1105	1517.577388
1106	1517.564127
1107	1517.550647
1108	1517.537199
1109	1517.52371
1110	1517.51025
1111	1517.496834
1112	1517.483404
1113	1517.469921
1114	1517.45659
1115	1517.443122
1116	1517.429846
1117	1517.416425
1118	1517.403007
1119	1517.389533
1120	1517.376145
1121	1517.362672
1122	1517.349227
1123	1517.33571
1124	1517.322256
1125	1517.308786
1126	1517.295269
1127	1517.281814
1128	1517.268356
1129	1517.254986
1130	1517.241563
1131	1517.228185
1132	1517.214736
1133	1517.201295
1134	1517.1879
1135	1517.174399
1136	1517.160904
1137	1517.147328
1138	1517.133903
1139	1517.120362
1140	1517.106975
1141	1517.093594
1142	1517.080109
1143	1517.066589
1144	1517.053136
1145	1517.039635
1146	1517.02632
1147	1517.012908
1148	1516.999484
1149	1516.986097
1150	1516.972672
1151	1516.959308
1152	1516.945821
1153	1516.93243
1154	1516.919013
1155	1516.905642
1156	1516.892313
1157	1516.8788
1158	1516.865447
1159	1516.852057
1160	1516.838737
1161	1516.825381
1162	1516.811978
1163	1516.798561
1164	1516.785104
1165	1516.771625
1166	1516.758346
1167	1516.744886
1168	1516.731573
1169	1516.718124
1170	1516.704746
1171	1516.691295
1172	1516.677865
1173	1516.664425
1174	1516.65105
1175	1516.637555
1176	1516.624082
1177	1516.610671
1178	1516.597316
1179	1516.583962
1180	1516.570551
1181	1516.557148
1182	1516.543724
1183	1516.530401
1184	1516.516958
1185	1516.503653
1186	1516.490277
1187	1516.476842
1188	1516.463493
1189	1516.450082
1190	1516.43666
1191	1516.423299
1192	1516.409887
1193	1516.396541
1194	1516.383153
1195	1516.37005
1196	1516.356603
1197	1516.343261
1198	1516.329794
1199	1516.316479
1200	1516.303131
1201	1516.289753
1202	1516.276303
1203	1516.262849
1204	1516.249353
1205	1516.235983
1206	1516.22256
1207	1516.209151
1208	1516.195818
1209	1516.182416
1210	1516.169105
1211	1516.155724
1212	1516.142332
1213	1516.128946
1214	1516.115561
1215	1516.102156
1216	1516.088728
1217	1516.0754
1218	1516.062078
1219	1516.048633
1220	1516.03527
1221	1516.021932
1222	1516.00844
1223	1515.995054
1224	1515.981678
1225	1515.9682
1226	1515.954831
1227	1515.941389
1228	1515.927913
1229	1515.914511
1230	1515.901085
1231	1515.887679
1232	1515.874271
1233	1515.860873
1234	1515.847451
1235	1515.833948
1236	1515.820504
1237	1515.807207
1238	1515.793869
1239	1515.780509
1240	1515.767086
1241	1515.753702
1242	1515.740315
1243	1515.726971
1244	1515.713493
1245	1515.700199
1246	1515.686701
1247	1515.673386
1248	1515.660125
1249	1515.646777
1250	1515.633355
1251	1515.620055
1252	1515.606599
1253	1515.593081
1254	1515.579607
1255	1515.566211
1256	1515.552825
1257	1515.539427
1258	1515.526086
1259	1515.513116
1260	1515.499803
1261	1515.486488
1262	1515.473014
1263	1515.459601
1264	1515.446266
1265	1515.43285
1266	1515.419455
1267	1515.406129
1268	1515.392789
1269	1515.379441
1270	1515.365964
1271	1515.352625
1272	1515.339334
1273	1515.325957
1274	1515.312491
1275	1515.299154
1276	1515.28572
1277	1515.272234
1278	1515.258812
1279	1515.245424
1280	1515.231951
1281	1515.218547
1282	1515.20525
1283	1515.191819
1284	1515.178437
1285	1515.165066
1286	1515.151673
1287	1515.138362
1288	1515.124945
1289	1515.111504
1290	1515.097991
1291	1515.084682
1292	1515.071241
1293	1515.057921
1294	1515.04458
1295	1515.031185
1296	1515.017894
1297	1515.004418
1298	1514.991025
1299	1514.977682
1300	1514.964379
1301	1514.951011
1302	1514.937676
1303	1514.924317
1304	1514.910913
1305	1514.897592
1306	1514.884269
1307	1514.870956
1308	1514.857586
1309	1514.844115
1310	1514.83065
1311	1514.817268
1312	1514.803924
1313	1514.790481
1314	1514.77721
1315	1514.76382
1316	1514.750488
1317	1514.737216
1318	1514.723782
1319	1514.710438
1320	1514.697002
1321	1514.683496
1322	1514.670166
1323	1514.657252
1324	1514.643892
1325	1514.630572
1326	1514.61727
1327	1514.603867
1328	1514.590454
1329	1514.577067
1330	1514.563756
1331	1514.55036
1332	1514.537027
1333	1514.523734
1334	1514.510443
1335	1514.497107
1336	1514.483714
1337	1514.470355
1338	1514.456944
1339	1514.443646
1340	1514.430177
1341	1514.416739
1342	1514.40339
1343	1514.390093
1344	1514.376593
1345	1514.363134
1346	1514.349854
1347	1514.336454
1348	1514.323124
1349	1514.309729
1350	1514.296363
1351	1514.282989
1352	1514.269596
1353	1514.256296
1354	1514.243163
1355	1514.230048
1356	1514.216636
1357	1514.203414
1358	1514.19018
1359	1514.176784
1360	1514.163557
1361	1514.150221
1362	1514.136948
1363	1514.123653
1364	1514.110541
1365	1514.097295
1366	1514.08403
1367	1514.070709
1368	1514.057464
1369	1514.044114
1370	1514.030788
1371	1514.017539
1372	1514.0043
1373	1513.990989
1374	1513.977687
1375	1513.964349
1376	1513.951049
1377	1513.937745
1378	1513.924486
1379	1513.911187
1380	1513.898045
1381	1513.884772
1382	1513.871606
1383	1513.858179
1384	1513.844934
1385	1513.831713
1386	1513.818465
1387	1513.805297
1388	1513.7921
1389	1513.779166
1390	1513.765929
1391	1513.75266
1392	1513.739382
1393	1513.726213
1394	1513.713006
1395	1513.699734
1396	1513.686456
1397	1513.673243
1398	1513.660034
1399	1513.6468
1400	1513.633537
1401	1513.620191
1402	1513.607123
1403	1513.593756
1404	1513.580581
1405	1513.56724
1406	1513.554032
1407	1513.540945
1408	1513.527671
1409	1513.51447
1410	1513.501286
1411	1513.487938
1412	1513.47468
1413	1513.461573
1414	1513.4484
1415	1513.435057
1416	1513.422088
1417	1513.409117
1418	1513.39595
1419	1513.382704
1420	1513.369445
1421	1513.356141
1422	1513.342912
1423	1513.329719
1424	1513.316456
1425	1513.303313
1426	1513.290081
1427	1513.276902
1428	1513.263656
1429	1513.250403
1430	1513.237098
1431	1513.223796
1432	1513.210641
1433	1513.197337
1434	1513.184009
1435	1513.17068
1436	1513.15744
1437	1513.144085
1438	1513.130992
1439	1513.117607
1440	1513.104434
1441	1513.091186
1442	1513.078002
1443	1513.064765
1444	1513.051485
1445	1513.038192
1446	1513.024903
1447	1513.011581
1448	1512.998627
1449	1512.985434
1450	1512.97229
1451	1512.959073
1452	1512.94581
1453	1512.932769
1454	1512.919667
1455	1512.906535
1456	1512.893266
1457	1512.880002
1458	1512.866831
1459	1512.853778
1460	1512.840508
1461	1512.827272
1462	1512.81403
1463	1512.800851
1464	1512.787603
1465	1512.774375
1466	1512.761152
1467	1512.747825
1468	1512.734639
1469	1512.721406
1470	1512.708137
1471	1512.694891
1472	1512.681713
1473	1512.668506
1474	1512.655222
1475	1512.641903
1476	1512.628726
1477	1512.615494
1478	1512.602418
1479	1512.589165
1480	1512.575984
1481	1512.562826
1482	1512.549745
1483	1512.536505
1484	1512.523426
1485	1512.51028
1486	1512.497058
1487	1512.483877
1488	1512.470674
1489	1512.457516
1490	1512.444366
1491	1512.431182
1492	1512.41798
1493	1512.40474
1494	1512.391441
1495	1512.378239
1496	1512.365002
1497	1512.351731
1498	1512.338515
1499	1512.325292
1500	1512.312025
1501	1512.298805
1502	1512.28562
1503	1512.27241
1504	1512.259208
1505	1512.245909
1506	1512.232695
1507	1512.219494
1508	1512.206231
1509	1512.193029
1510	1512.179944
1511	1512.166755
1512	1512.153532
1513	1512.140336
1514	1512.127107
1515	1512.113963
1516	1512.100814
1517	1512.087782
1518	1512.074663
1519	1512.061518
1520	1512.048389
1521	1512.03518
1522	1512.021959
1523	1512.008753
1524	1511.995571
1525	1511.982454
1526	1511.969261
1527	1511.956092
1528	1511.942892
1529	1511.929692
1530	1511.91635
1531	1511.903089
1532	1511.88992
1533	1511.876654
1534	1511.86329
1535	1511.850082
1536	1511.836903
1537	1511.82365
1538	1511.81046
1539	1511.797223
1540	1511.784024
1541	1511.770845
1542	1511.75774
1543	1511.744518
1544	1511.731307
1545	1511.718075
1546	1511.704867
1547	1511.691657
1548	1511.678372
1549	1511.665116
1550	1511.651907
1551	1511.638686
1552	1511.625526
1553	1511.61229
1554	1511.599235
1555	1511.586114
1556	1511.57291
1557	1511.559702
1558	1511.546441
1559	1511.533297
1560	1511.520166
1561	1511.506944
1562	1511.493799
1563	1511.480776
1564	1511.467577
1565	1511.454395
1566	1511.441162
1567	1511.427941
1568	1511.414692
1569	1511.401777
1570	1511.388502
1571	1511.375264
1572	1511.36201
1573	1511.348646
1574	1511.335407
1575	1511.322268
1576	1511.309092
1577	1511.29594
1578	1511.283038
1579	1511.269706
1580	1511.256543
1581	1511.243476
1582	1511.230351
1583	1511.217083
1584	1511.203875
1585	1511.190595
1586	1511.177448
1587	1511.16436
1588	1511.151242
1589	1511.138179
1590	1511.12508
1591	1511.111845
1592	1511.098557
1593	1511.085284
1594	1511.072041
1595	1511.05879
1596	1511.045642
1597	1511.032529
1598	1511.01938
1599	1511.006159
1600	1510.992959
1601	1510.979774
1602	1510.966458
1603	1510.953329
1604	1510.94049
1605	1510.927262
1606	1510.91403
1607	1510.900956
1608	1510.887774
1609	1510.8745
1610	1510.861205
1611	1510.847943
1612	1510.834888
1613	1510.821574
1614	1510.808408
1615	1510.795351
1616	1510.782312
1617	1510.769108
1618	1510.755735
1619	1510.742499
1620	1510.729468
1621	1510.716476
1622	1510.703552
1623	1510.690308
1624	1510.677112
1625	1510.663847
1626	1510.650675
1627	1510.63752
1628	1510.624199
1629	1510.610983
1630	1510.598298
1631	1510.585144
1632	1510.571932
1633	1510.558779
1634	1510.545607
1635	1510.532424
1636	1510.51939
1637	1510.506131
1638	1510.492876
1639	1510.479718
1640	1510.466566
1641	1510.453485
1642	1510.440593
1643	1510.42739
1644	1510.414168
1645	1510.401014
1646	1510.387789
1647	1510.374668
1648	1510.36144
1649	1510.348234
1650	1510.335014
1651	1510.321827
1652	1510.308626
1653	1510.295492
1654	1510.282322
1655	1510.269194
1656	1510.256281
1657	1510.243104
1658	1510.229843
1659	1510.216667
1660	1510.203421
1661	1510.190138
1662	1510.177002
1663	1510.163888
1664	1510.150655
