iter	MAE
2743	1496.1259
2744	1496.112994
2745	1496.100008
2746	1496.087052
2747	1496.074142
2748	1496.06124
2749	1496.048243
2750	1496.035379
2751	1496.02246
2752	1496.00963
2753	1495.996686
2754	1495.983848
2755	1495.971013
2756	1495.958296
2757	1495.945389
2758	1495.9325
2759	1495.919676
2760	1495.906708
2761	1495.893894
2762	1495.880937
2763	1495.868109
2764	1495.855147
2765	1495.842242
2766	1495.829254
2767	1495.816332
2768	1495.803312
2769	1495.79043
2770	1495.777422
2771	1495.76457
2772	1495.751581
2773	1495.738724
2774	1495.725941
2775	1495.713022
2776	1495.700126
2777	1495.687329
2778	1495.674415
2779	1495.66146
2780	1495.648661
2781	1495.635834
2782	1495.622986
2783	1495.61007
2784	1495.597135
2785	1495.584214
2786	1495.571231
2787	1495.558447
2788	1495.545557
2789	1495.532665
2790	1495.519774
2791	1495.506973
2792	1495.494166
2793	1495.481508
2794	1495.468613
2795	1495.455768
2796	1495.44277
2797	1495.429963
2798	1495.417078
2799	1495.404184
2800	1495.391226
2801	1495.378548
2802	1495.365829
2803	1495.352933
2804	1495.340189
2805	1495.327244
2806	1495.314372
2807	1495.301566
2808	1495.288753
2809	1495.276044
2810	1495.263675
2811	1495.250882
2812	1495.237959
2813	1495.22507
2814	1495.212112
2815	1495.199327
2816	1495.186738
2817	1495.173933
2818	1495.161131
2819	1495.148337
2820	1495.135625
2821	1495.122895
2822	1495.110319
2823	1495.097595
2824	1495.084735
2825	1495.071994
2826	1495.05931
2827	1495.046473
2828	1495.033904
2829	1495.021219
2830	1495.008371
2831	1494.995693
2832	1494.98285
2833	1494.970024
2834	1494.957269
2835	1494.944557
2836	1494.93189
2837	1494.919381
2838	1494.906672
2839	1494.894062
2840	1494.881484
2841	1494.868832
2842	1494.856157
2843	1494.843491
2844	1494.830776
2845	1494.817956
2846	1494.805133
2847	1494.79256
2848	1494.779754
2849	1494.766916
2850	1494.754093
2851	1494.74146
2852	1494.728749
2853	1494.715993
2854	1494.703305
2855	1494.69045
2856	1494.677639
2857	1494.664994
2858	1494.652611
2859	1494.639785
2860	1494.627097
2861	1494.614503
2862	1494.60175
2863	1494.588874
2864	1494.576128
2865	1494.563421
2866	1494.55054
2867	1494.537683
2868	1494.524859
2869	1494.512107
2870	1494.499309
2871	1494.486554
2872	1494.473727
2873	1494.460913
2874	1494.44871
2875	1494.435935
2876	1494.423125
2877	1494.410276
2878	1494.397453
2879	1494.384786
2880	1494.372131
2881	1494.359471
2882	1494.346766
2883	1494.333872
2884	1494.321148
2885	1494.308282
2886	1494.295733
2887	1494.283003
2888	1494.270218
2889	1494.257527
2890	1494.244846
2891	1494.232204
2892	1494.219586
2893	1494.206766
2894	1494.194043
2895	1494.1817
2896	1494.169077
2897	1494.156486
2898	1494.1438
2899	1494.131133
2900	1494.118366
2901	1494.105564
2902	1494.092888
2903	1494.080095
2904	1494.067455
2905	1494.054848
2906	1494.042041
2907	1494.02937
2908	1494.01658
2909	1494.003763
2910	1493.991193
2911	1493.978558
2912	1493.965894
2913	1493.953458
2914	1493.940741
2915	1493.928074
2916	1493.915545
2917	1493.902882
2918	1493.890418
2919	1493.877719
2920	1493.864993
2921	1493.852241
2922	1493.839555
2923	1493.826833
2924	1493.814069
2925	1493.801425
2926	1493.788707
2927	1493.776159
2928	1493.763423
2929	1493.750665
2930	1493.738089
2931	1493.725481
2932	1493.712877
2933	1493.70024
2934	1493.687534
2935	1493.674739
2936	1493.662037
2937	1493.649259
2938	1493.636496
2939	1493.623996
2940	1493.611348
2941	1493.598575
2942	1493.585791
2943	1493.573047
2944	1493.560281
2945	1493.547587
2946	1493.534835
2947	1493.522126
2948	1493.509332
2949	1493.496561
2950	1493.483808
2951	1493.471029
2952	1493.458338
2953	1493.445721
2954	1493.432945
2955	1493.42025
2956	1493.407623
2957	1493.39497
2958	1493.38219
2959	1493.369489
2960	1493.356819
2961	1493.344116
2962	1493.331448
2963	1493.318666
2964	1493.306108
2965	1493.293334
2966	1493.280588
2967	1493.267961
2968	1493.255226
2969	1493.242714
2970	1493.230045
2971	1493.217236
2972	1493.204673
2973	1493.191933
2974	1493.17951
2975	1493.166764
2976	1493.154006
2977	1493.141285
2978	1493.128684
2979	1493.116082
2980	1493.103589
2981	1493.090827
2982	1493.078119
2983	1493.065426
2984	1493.052901
2985	1493.040238
2986	1493.027541
2987	1493.014866
2988	1493.002149
2989	1492.98939
2990	1492.976856
2991	1492.964154
2992	1492.95145
2993	1492.938666
2994	1492.925959
2995	1492.913386
2996	1492.90082
2997	1492.888096
2998	1492.875501
2999	1492.862817
3000	1492.850135
3001	1492.837449
3002	1492.824889
3003	1492.812309
3004	1492.799757
3005	1492.787055
3006	1492.774422
3007	1492.761857
3008	1492.749042
3009	1492.736548
3010	1492.723983
3011	1492.711375
3012	1492.698617
3013	1492.685854
3014	1492.673111
3015	1492.660393
3016	1492.647629
3017	1492.634887
3018	1492.622215
3019	1492.609612
3020	1492.596848
3021	1492.584148
3022	1492.571476
3023	1492.558769
3024	1492.546037
3025	1492.533333
3026	1492.520684
3027	1492.508083
3028	1492.495395
3029	1492.482736
3030	1492.470171
3031	1492.457547
3032	1492.444916
3033	1492.432151
3034	1492.419428
3035	1492.406852
3036	1492.394263
3037	1492.381538
3038	1492.368851
3039	1492.356253
3040	1492.343733
3041	1492.331059
3042	1492.318465
3043	1492.305874
3044	1492.293281
3045	1492.280633
3046	1492.267991
3047	1492.255336
3048	1492.24258
3049	1492.229836
3050	1492.217319
3051	1492.204746
3052	1492.191984
3053	1492.179288
3054	1492.166533
3055	1492.153768
3056	1492.141152
3057	1492.128502
3058	1492.116001
3059	1492.103356
3060	1492.090778
3061	1492.078199
3062	1492.065719
3063	1492.053137
3064	1492.040484
3065	1492.028013
3066	1492.01527
3067	1492.002742
3068	1491.990225
3069	1491.977679
3070	1491.9651
3071	1491.952433
3072	1491.939905
3073	1491.927177
3074	1491.914555
3075	1491.901981
3076	1491.889414
3077	1491.876832
3078	1491.864201
3079	1491.851545
3080	1491.838915
3081	1491.826471
3082	1491.813923
3083	1491.801369
3084	1491.788645
3085	1491.775951
3086	1491.763499
3087	1491.750909
3088	1491.738257
3089	1491.725643
3090	1491.713181
3091	1491.700738
3092	1491.688174
3093	1491.675622
3094	1491.66297
3095	1491.650318
3096	1491.637831
3097	1491.625162
3098	1491.612491
3099	1491.599991
3100	1491.587386
3101	1491.57476
3102	1491.562225
3103	1491.549801
3104	1491.537287
3105	1491.524629
3106	1491.512014
3107	1491.499269
3108	1491.486511
3109	1491.473824
3110	1491.461186
3111	1491.44876
3112	1491.436066
3113	1491.423479
3114	1491.41099
3115	1491.398387
3116	1491.385796
3117	1491.373209
3118	1491.360631
3119	1491.348079
3120	1491.335528
3121	1491.32306
3122	1491.310588
3123	1491.297997
3124	1491.285463
3125	1491.272972
3126	1491.260459
3127	1491.247784
3128	1491.235139
3129	1491.222701
3130	1491.210017
3131	1491.197451
3132	1491.184762
3133	1491.172047
3134	1491.159349
3135	1491.146692
3136	1491.134243
3137	1491.121742
3138	1491.109063
3139	1491.096421
3140	1491.083743
3141	1491.071213
3142	1491.058709
3143	1491.046262
3144	1491.033722
3145	1491.021229
3146	1491.008688
3147	1490.996007
3148	1490.983474
3149	1490.970992
3150	1490.95848
3151	1490.94581
3152	1490.933299
3153	1490.920648
3154	1490.908135
3155	1490.895722
3156	1490.883064
3157	1490.870538
3158	1490.857885
3159	1490.84541
3160	1490.832731
3161	1490.82011
3162	1490.807619
3163	1490.795069
3164	1490.782488
3165	1490.770229
3166	1490.757566
3167	1490.745135
3168	1490.732709
3169	1490.720281
3170	1490.707718
3171	1490.695185
3172	1490.682633
3173	1490.670174
3174	1490.657589
3175	1490.64499
3176	1490.632517
3177	1490.620011
3178	1490.607437
3179	1490.59485
3180	1490.582318
3181	1490.569891
3182	1490.557526
3183	1490.544974
3184	1490.532322
3185	1490.519653
3186	1490.507011
3187	1490.494369
3188	1490.48182
3189	1490.469144
3190	1490.456541
3191	1490.444062
3192	1490.431416
3193	1490.418821
3194	1490.406245
3195	1490.393648
3196	1490.381069
3197	1490.368554
3198	1490.356031
3199	1490.343522
3200	1490.330937
3201	1490.318378
3202	1490.305724
3203	1490.293235
3204	1490.280577
3205	1490.268117
3206	1490.255478
3207	1490.242991
3208	1490.230425
3209	1490.217853
3210	1490.205281
3211	1490.192887
3212	1490.180177
3213	1490.167549
3214	1490.154998
3215	1490.142353
3216	1490.129684
3217	1490.117258
3218	1490.104621
3219	1490.092069
3220	1490.079461
3221	1490.066805
3222	1490.054261
3223	1490.041551
3224	1490.029039
3225	1490.016408
3226	1490.00384
3227	1489.991136
3228	1489.978456
3229	1489.965859
3230	1489.953289
3231	1489.940834
3232	1489.928767
3233	1489.916524
3234	1489.903885
3235	1489.891203
3236	1489.878653
3237	1489.866199
3238	1489.853636
3239	1489.841003
3240	1489.828582
3241	1489.815954
3242	1489.803403
3243	1489.790802
3244	1489.778127
3245	1489.76556
3246	1489.752922
3247	1489.740285
3248	1489.727836
3249	1489.715272
3250	1489.702679
3251	1489.690134
3252	1489.677543
3253	1489.664902
3254	1489.652417
3255	1489.639876
3256	1489.627387
3257	1489.614803
3258	1489.60213
3259	1489.589613
3260	1489.57716
3261	1489.564636
3262	1489.551989
3263	1489.539506
3264	1489.52703
3265	1489.514346
3266	1489.501771
3267	1489.489375
3268	1489.477053
3269	1489.464677
3270	1489.452042
3271	1489.439696
3272	1489.427258
3273	1489.414604
3274	1489.402099
3275	1489.389539
3276	1489.376936
3277	1489.364334
3278	1489.351751
3279	1489.339114
3280	1489.326569
3281	1489.313988
3282	1489.301643
3283	1489.289116
3284	1489.276563
3285	1489.263942
3286	1489.251458
3287	1489.238991
3288	1489.226318
3289	1489.213895
3290	1489.201385
3291	1489.188932
3292	1489.176242
3293	1489.164168
3294	1489.15152
3295	1489.138927
3296	1489.126235
3297	1489.11379
3298	1489.101178
3299	1489.088683
3300	1489.07618
3301	1489.063772
3302	1489.051259
3303	1489.038827
3304	1489.026279
3305	1489.013632
3306	1489.000989
3307	1488.988351
3308	1488.976135
3309	1488.963797
3310	1488.9511
3311	1488.938567
3312	1488.926016
3313	1488.913528
3314	1488.900909
3315	1488.888386
3316	1488.875812
3317	1488.863151
3318	1488.850458
3319	1488.837999
3320	1488.82547
3321	1488.812796
3322	1488.80016
3323	1488.787543
3324	1488.77505
3325	1488.762392
3326	1488.749939
3327	1488.73776
3328	1488.725042
3329	1488.712481
3330	1488.69998
3331	1488.687452
3332	1488.674805
3333	1488.662206
3334	1488.649544
3335	1488.636903
3336	1488.624381
3337	1488.611699
3338	1488.599092
3339	1488.586567
3340	1488.5741
3341	1488.561636
3342	1488.549315
3343	1488.536718
3344	1488.52414
3345	1488.51159
3346	1488.499012
3347	1488.486405
3348	1488.473824
3349	1488.461412
3350	1488.449017
3351	1488.436388
3352	1488.423795
3353	1488.411282
3354	1488.398758
3355	1488.38619
3356	1488.37376
3357	1488.361383
3358	1488.348722
3359	1488.336337
3360	1488.323727
3361	1488.31115
3362	1488.298725
3363	1488.28642
3364	1488.273908
3365	1488.261447
3366	1488.248948
3367	1488.236517
3368	1488.224065
3369	1488.211447
3370	1488.199198
3371	1488.186659
3372	1488.174105
3373	1488.161535
3374	1488.149033
3375	1488.136474
3376	1488.123887
3377	1488.111352
3378	1488.098899
3379	1488.086353
3380	1488.07384
3381	1488.061624
3382	1488.049056
3383	1488.036417
3384	1488.023975
3385	1488.011396
3386	1487.998985
3387	1487.986356
3388	1487.973862
3389	1487.961331
3390	1487.948801
3391	1487.93624
3392	1487.92371
3393	1487.911169
3394	1487.898592
3395	1487.886025
3396	1487.873562
3397	1487.860999
3398	1487.848447
3399	1487.836058
3400	1487.823538
3401	1487.810999
3402	1487.798572
3403	1487.786036
3404	1487.773623
3405	1487.761255
3406	1487.748656
3407	1487.73613
3408	1487.723649
3409	1487.711282
3410	1487.698862
3411	1487.686274
3412	1487.674032
3413	1487.661382
3414	1487.648867
3415	1487.636471
3416	1487.624408
3417	1487.611733
3418	1487.599413
3419	1487.587152
3420	1487.574601
3421	1487.5622
3422	1487.549536
3423	1487.53697
3424	1487.524456
3425	1487.51229
3426	1487.499821
3427	1487.487423
3428	1487.474852
3429	1487.462228
3430	1487.449669
3431	1487.437023
3432	1487.424445
3433	1487.412023
3434	1487.399406
3435	1487.386979
3436	1487.374318
3437	1487.361789
3438	1487.349155
3439	1487.336714
3440	1487.324304
3441	1487.311696
3442	1487.299168
3443	1487.286923
3444	1487.274285
3445	1487.261736
3446	1487.249286
3447	1487.236827
3448	1487.224169
3449	1487.211679
3450	1487.199145
3451	1487.186616
3452	1487.174076
3453	1487.161584
3454	1487.149021
3455	1487.136435
3456	1487.12394
3457	1487.11148
3458	1487.09894
3459	1487.086406
3460	1487.073714
3461	1487.061131
3462	1487.048749
3463	1487.03626
3464	1487.023819
3465	1487.011245
3466	1486.998802
3467	1486.986152
3468	1486.973525
3469	1486.960976
3470	1486.948325
3471	1486.935733
3472	1486.923436
3473	1486.910956
3474	1486.898313
3475	1486.885736
3476	1486.873154
3477	1486.860802
3478	1486.848321
3479	1486.835838
3480	1486.823231
3481	1486.810747
3482	1486.798198
3483	1486.785588
3484	1486.773103
3485	1486.760469
3486	1486.748069
3487	1486.735483
3488	1486.722948
3489	1486.710609
3490	1486.697985
3491	1486.685495
3492	1486.672962
3493	1486.660567
3494	1486.648157
3495	1486.63554
3496	1486.623088
3497	1486.61057
3498	1486.597996
3499	1486.585335
3500	1486.572755
3501	1486.560175
3502	1486.547717
3503	1486.535114
3504	1486.522607
3505	1486.51004
3506	1486.497654
3507	1486.485183
3508	1486.472686
3509	1486.460091
3510	1486.447655
3511	1486.435033
3512	1486.422581
3513	1486.410181
3514	1486.397572
3515	1486.384982
3516	1486.372532
3517	1486.360055
3518	1486.347419
3519	1486.335046
3520	1486.322455
3521	1486.309973
3522	1486.297323
3523	1486.28481
3524	1486.272314
3525	1486.259866
3526	1486.247243
3527	1486.234653
3528	1486.222271
3529	1486.209662
3530	1486.197387
3531	1486.184781
3532	1486.172254
3533	1486.159731
3534	1486.147187
3535	1486.134561
3536	1486.12213
3537	1486.109465
3538	1486.096951
3539	1486.084309
3540	1486.071828
3541	1486.059227
3542	1486.046616
3543	1486.034054
3544	1486.021583
3545	1486.009125
3546	1485.996563
3547	1485.984099
3548	1485.971514
3549	1485.959151
3550	1485.946633
3551	1485.934128
3552	1485.921813
3553	1485.909276
3554	1485.89728
3555	1485.884762
3556	1485.87256
3557	1485.860034
3558	1485.84757
3559	1485.835097
3560	1485.822489
3561	1485.809949
3562	1485.797407
3563	1485.78486
3564	1485.772321
3565	1485.75982
3566	1485.747376
3567	1485.734819
3568	1485.722337
3569	1485.709876
3570	1485.69756
3571	1485.685111
3572	1485.672658
3573	1485.66026
3574	1485.647879
3575	1485.635673
3576	1485.623409
3577	1485.610758
3578	1485.598158
3579	1485.585688
3580	1485.573149
3581	1485.560586
3582	1485.548211
3583	1485.53575
3584	1485.523233
3585	1485.51071
3586	1485.498258
3587	1485.485857
3588	1485.473342
3589	1485.460704
3590	1485.44815
3591	1485.435617
3592	1485.423003
3593	1485.410465
3594	1485.398112
3595	1485.385727
3596	1485.373217
3597	1485.360709
3598	1485.348497
3599	1485.335997
3600	1485.323368
3601	1485.310906
3602	1485.298314
3603	1485.285887
3604	1485.273402
3605	1485.260811
3606	1485.248323
3607	1485.235759
3608	1485.223412
3609	1485.210832
3610	1485.198342
3611	1485.185743
3612	1485.17336
3613	1485.160796
3614	1485.148233
3615	1485.135655
3616	1485.12326
3617	1485.1107
3618	1485.098146
3619	1485.085595
3620	1485.073208
3621	1485.060805
3622	1485.048245
3623	1485.035652
3624	1485.023242
3625	1485.010845
3626	1484.998497
3627	1484.985997
3628	1484.973498
3629	1484.961106
3630	1484.948594
3631	1484.936184
3632	1484.923807
3633	1484.911387
3634	1484.899015
3635	1484.886611
3636	1484.874032
3637	1484.861415
3638	1484.848841
3639	1484.836466
3640	1484.823938
3641	1484.811494
3642	1484.798927
3643	1484.786531
3644	1484.77407
3645	1484.761552
3646	1484.749137
3647	1484.736666
3648	1484.724131
3649	1484.7117
3650	1484.699221
3651	1484.686871
3652	1484.674322
3653	1484.661875
3654	1484.649374
3655	1484.636771
3656	1484.624345
3657	1484.611986
3658	1484.599633
3659	1484.587009
3660	1484.574397
3661	1484.561858
3662	1484.549338
3663	1484.53685
3664	1484.524349
3665	1484.511776
3666	1484.499451
3667	1484.487331
3668	1484.474886
3669	1484.463266
3670	1484.450952
3671	1484.438382
3672	1484.426023
3673	1484.413683
3674	1484.401213
3675	1484.388853
3676	1484.376368
3677	1484.363814
3678	1484.351364
3679	1484.338886
3680	1484.326299
3681	1484.313811
3682	1484.301358
3683	1484.28876
3684	1484.276161
3685	1484.263779
3686	1484.25148
3687	1484.238951
3688	1484.226547
3689	1484.213937
3690	1484.201451
3691	1484.188952
3692	1484.176546
3693	1484.164035
3694	1484.151574
3695	1484.138984
3696	1484.126735
3697	1484.114215
3698	1484.101759
3699	1484.089106
3700	1484.076609
3701	1484.064093
3702	1484.051514
3703	1484.039176
3704	1484.026575
3705	1484.014057
3706	1484.00153
3707	1483.989076
3708	1483.976561
3709	1483.963949
3710	1483.9514
3711	1483.938882
3712	1483.926335
3713	1483.914002
3714	1483.901615
3715	1483.889044
3716	1483.876455
3717	1483.863963
3718	1483.851529
3719	1483.838932
3720	1483.826457
3721	1483.813946
3722	1483.801461
3723	1483.788915
3724	1483.776438
3725	1483.76384
3726	1483.751228
3727	1483.738847
3728	1483.726321
3729	1483.713804
3730	1483.701434
3731	1483.68887
3732	1483.676364
3733	1483.663929
3734	1483.651451
3735	1483.638874
3736	1483.626455
3737	1483.613984
3738	1483.60142
3739	1483.588825
3740	1483.576395
3741	1483.563843
3742	1483.551448
3743	1483.539065
3744	1483.526586
3745	1483.514073
3746	1483.501556
3747	1483.489119
3748	1483.47657
3749	1483.464159
3750	1483.451713
3751	1483.439176
3752	1483.426626
3753	1483.41404
3754	1483.401793
3755	1483.389263
3756	1483.377052
3757	1483.364681
3758	1483.3522
3759	1483.339648
3760	1483.327092
3761	1483.314478
3762	1483.301885
3763	1483.28932
3764	1483.276906
3765	1483.264579
3766	1483.252205
3767	1483.239609
3768	1483.227094
3769	1483.214677
3770	1483.202154
3771	1483.18982
3772	1483.177556
3773	1483.16514
3774	1483.152667
3775	1483.140375
3776	1483.127893
3777	1483.115317
3778	1483.103011
3779	1483.090442
3780	1483.078095
3781	1483.065708
3782	1483.053373
3783	1483.040907
3784	1483.028672
3785	1483.016304
3786	1483.003902
3787	1482.991398
3788	1482.979162
3789	1482.966748
3790	1482.954303
3791	1482.941826
3792	1482.929495
3793	1482.917166
3794	1482.904782
3795	1482.892511
3796	1482.880159
3797	1482.867664
3798	1482.855337
3799	1482.842848
3800	1482.830431
3801	1482.817994
3802	1482.805523
3803	1482.793134
3804	1482.780661
3805	1482.768502
3806	1482.75618
3807	1482.743838
3808	1482.731395
3809	1482.718912
3810	1482.706691
3811	1482.694218
3812	1482.681767
3813	1482.669459
3814	1482.656953
3815	1482.644488
3816	1482.632089
3817	1482.619774
3818	1482.607325
3819	1482.594881
3820	1482.582541
3821	1482.570224
3822	1482.557776
3823	1482.545417
3824	1482.533141
3825	1482.520773
3826	1482.508319
3827	1482.495864
3828	1482.483433
3829	1482.471002
3830	1482.458509
3831	1482.446154
3832	1482.433781
3833	1482.421525
3834	1482.409128
3835	1482.397068
3836	1482.384968
3837	1482.372676
3838	1482.360245
3839	1482.347822
3840	1482.335379
3841	1482.322943
3842	1482.31077
3843	1482.298318
3844	1482.286035
3845	1482.27372
3846	1482.261236
3847	1482.248767
3848	1482.236239
3849	1482.223961
3850	1482.211496
3851	1482.199246
3852	1482.187132
3853	1482.174642
3854	1482.16228
3855	1482.149918
3856	1482.137792
3857	1482.125311
3858	1482.112857
3859	1482.100339
3860	1482.088014
3861	1482.075612
3862	1482.063564
3863	1482.051353
3864	1482.03898
3865	1482.026905
3866	1482.014446
3867	1482.002204
3868	1481.989952
3869	1481.977477
3870	1481.965097
3871	1481.95271
3872	1481.940409
3873	1481.927869
3874	1481.915539
3875	1481.903078
3876	1481.890849
3877	1481.878517
3878	1481.866122
3879	1481.853767
3880	1481.841455
3881	1481.829187
3882	1481.816868
3883	1481.804861
3884	1481.792458
3885	1481.780139
3886	1481.76772
3887	1481.755408
3888	1481.74291
3889	1481.730451
3890	1481.717959
3891	1481.705516
3892	1481.693194
3893	1481.680833
3894	1481.668403
3895	1481.655932
3896	1481.643499
3897	1481.631143
3898	1481.618667
3899	1481.606225
3900	1481.593924
3901	1481.581424
3902	1481.569069
3903	1481.556578
3904	1481.544103
3905	1481.531804
3906	1481.519364
3907	1481.507125
3908	1481.494643
3909	1481.482154
3910	1481.469786
3911	1481.457298
3912	1481.444881
3913	1481.432616
3914	1481.420412
3915	1481.407881
3916	1481.395842
3917	1481.383624
3918	1481.371265
3919	1481.358958
3920	1481.346461
3921	1481.334042
3922	1481.321585
3923	1481.30918
3924	1481.296748
3925	1481.284318
3926	1481.272025
3927	1481.259682
3928	1481.247199
3929	1481.234729
3930	1481.222325
3931	1481.210065
3932	1481.197643
3933	1481.185206
3934	1481.17275
3935	1481.160423
3936	1481.148171
3937	1481.135826
3938	1481.123398
3939	1481.110933
3940	1481.098554
3941	1481.086095
3942	1481.073615
3943	1481.061186
3944	1481.048905
3945	1481.036657
3946	1481.02429
3947	1481.011979
3948	1480.999523
3949	1480.987134
3950	1480.97467
3951	1480.962313
3952	1480.949844
3953	1480.937489
3954	1480.925031
3955	1480.912731
3956	1480.900432
3957	1480.888021
3958	1480.875597
3959	1480.863142
3960	1480.850864
3961	1480.838473
3962	1480.826119
3963	1480.813771
3964	1480.801446
3965	1480.789253
3966	1480.776864
3967	1480.764563
3968	1480.752237
3969	1480.739846
3970	1480.727604
3971	1480.715232
3972	1480.702742
3973	1480.690379
3974	1480.677985
3975	1480.665512
3976	1480.653168
3977	1480.640796
3978	1480.628375
3979	1480.615993
3980	1480.603509
3981	1480.591192
3982	1480.579134
3983	1480.5668
3984	1480.554393
3985	1480.541962
3986	1480.529533
3987	1480.517241
3988	1480.504928
3989	1480.492511
3990	1480.480064
3991	1480.467776
3992	1480.45536
3993	1480.443006
3994	1480.430527
3995	1480.418197
3996	1480.405795
3997	1480.393407
3998	1480.381143
3999	1480.368677
4000	1480.356421
4001	1480.344103
4002	1480.33169
4003	1480.319235
4004	1480.306867
4005	1480.294711
4006	1480.282667
4007	1480.270259
4008	1480.257893
4009	1480.245528
4010	1480.233126
4011	1480.220781
4012	1480.208401
4013	1480.196075
4014	1480.183647
4015	1480.171192
4016	1480.15881
4017	1480.146433
4018	1480.134315
4019	1480.122118
4020	1480.109664
4021	1480.097192
4022	1480.084817
4023	1480.072412
4024	1480.060145
4025	1480.0478
4026	1480.035484
4027	1480.023414
4028	1480.011175
4029	1479.998826
4030	1479.986454
4031	1479.974081
4032	1479.961691
4033	1479.949374
4034	1479.937023
4035	1479.924667
4036	1479.912395
4037	1479.900065
4038	1479.887769
4039	1479.875579
4040	1479.863166
4041	1479.851038
4042	1479.838624
4043	1479.82627
4044	1479.81403
4045	1479.801648
4046	1479.789416
4047	1479.777078
4048	1479.76478
4049	1479.752412
4050	1479.740046
4051	1479.727974
4052	1479.715686
4053	1479.703341
4054	1479.690947
4055	1479.678679
4056	1479.666344
4057	1479.65399
4058	1479.641647
4059	1479.629342
4060	1479.6172
4061	1479.604756
4062	1479.592604
4063	1479.580318
4064	1479.568019
4065	1479.555757
4066	1479.543459
4067	1479.53115
4068	1479.518793
4069	1479.506507
4070	1479.494308
4071	1479.482074
4072	1479.469781
4073	1479.457518
4074	1479.445136
4075	1479.43306
4076	1479.420779
4077	1479.408531
4078	1479.396402
4079	1479.384132
4080	1479.371858
4081	1479.359974
4082	1479.347666
4083	1479.335361
4084	1479.323205
4085	1479.310945
4086	1479.29864
4087	1479.286304
4088	1479.274506
4089	1479.262255
4090	1479.250277
4091	1479.237937
4092	1479.225597
4093	1479.213506
4094	1479.201265
4095	1479.189008
4096	1479.176728
4097	1479.164474
4098	1479.15229
4099	1479.140063
4100	1479.12782
4101	1479.115712
4102	1479.103436
4103	1479.091218
4104	1479.078971
4105	1479.066715
4106	1479.054398
4107	1479.042264
4108	1479.029986
4109	1479.017683
4110	1479.005469
4111	1478.993731
4112	1478.981639
4113	1478.969305
4114	1478.957079
4115	1478.944734
4116	1478.932403
4117	1478.92009
4118	1478.907934
4119	1478.895645
4120	1478.883331
4121	1478.87111
4122	1478.858762
4123	1478.846434
4124	1478.834135
4125	1478.821987
4126	1478.810038
4127	1478.797733
4128	1478.785519
4129	1478.773181
4130	1478.760951
4131	1478.74872
4132	1478.736503
4133	1478.724325
4134	1478.712107
4135	1478.699859
4136	1478.687783
4137	1478.675814
4138	1478.663612
4139	1478.651375
4140	1478.639092
4141	1478.626781
4142	1478.614573
4143	1478.602708
4144	1478.590321
4145	1478.578263
4146	1478.566038
4147	1478.553944
4148	1478.54186
4149	1478.529729
4150	1478.51752
4151	1478.505409
4152	1478.493157
4153	1478.480915
4154	1478.468695
4155	1478.456603
4156	1478.444403
4157	1478.43216
4158	1478.419886
4159	1478.40782
4160	1478.395496
4161	1478.383331
4162	1478.371046
4163	1478.358775
4164	1478.346709
4165	1478.334429
4166	1478.322112
4167	1478.309968
4168	1478.297686
4169	1478.285529
4170	1478.273284
4171	1478.261065
4172	1478.248835
4173	1478.236742
4174	1478.224603
4175	1478.212296
4176	1478.200113
4177	1478.18801
4178	1478.17587
4179	1478.163555
4180	1478.151282
4181	1478.139072
4182	1478.126753
4183	1478.114512
4184	1478.102281
4185	1478.090199
4186	1478.077848
4187	1478.065546
4188	1478.053304
4189	1478.04109
4190	1478.029011
4191	1478.016979
4192	1478.004819
4193	1477.992495
4194	1477.980245
4195	1477.968006
4196	1477.955733
4197	1477.943543
4198	1477.931364
4199	1477.919191
4200	1477.907163
4201	1477.894862
4202	1477.882523
4203	1477.870219
4204	1477.857914
4205	1477.845616
4206	1477.833512
4207	1477.821162
4208	1477.809052
4209	1477.79686
4210	1477.784623
4211	1477.772299
4212	1477.760141
4213	1477.747902
4214	1477.735741
4215	1477.723544
4216	1477.711382
4217	1477.699168
4218	1477.686973
4219	1477.674779
4220	1477.662583
4221	1477.650367
4222	1477.638081
4223	1477.625874
4224	1477.613717
4225	1477.60155
4226	1477.589344
4227	1477.577135
4228	1477.564907
4229	1477.552763
4230	1477.5405
4231	1477.528427
4232	1477.516325
4233	1477.504127
4234	1477.491954
4235	1477.47987
4236	1477.467698
4237	1477.455458
4238	1477.443152
4239	1477.430985
4240	1477.418793
4241	1477.406746
4242	1477.394451
4243	1477.382156
4244	1477.370024
4245	1477.358047
4246	1477.345953
4247	1477.333807
4248	1477.321584
4249	1477.309296
4250	1477.297443
4251	1477.285111
4252	1477.272924
4253	1477.260871
4254	1477.248774
4255	1477.236957
4256	1477.224714
4257	1477.212703
4258	1477.200477
4259	1477.188293
4260	1477.176125
4261	1477.163871
4262	1477.151666
4263	1477.139358
4264	1477.127207
4265	1477.114982
4266	1477.102833
4267	1477.090892
4268	1477.078764
4269	1477.066595
4270	1477.054431
4271	1477.042211
4272	1477.029943
4273	1477.017775
4274	1477.005465
4275	1476.993187
4276	1476.980994
4277	1476.968775
4278	1476.956641
4279	1476.944357
4280	1476.932091
4281	1476.919827
4282	1476.907676
4283	1476.895423
4284	1476.883194
4285	1476.870982
4286	1476.85892
4287	1476.846911
4288	1476.8347
4289	1476.822459
4290	1476.810548
4291	1476.798425
4292	1476.786155
4293	1476.773917
4294	1476.761737
4295	1476.749412
4296	1476.73719
