"","metric_name","cluster_num","window","overlap","dist","metric_value"
"492","SF","3","120","0.75","dtw_lb",1.38627875845287e-08
"493","CH","3","120","0.75","dtw_lb",77529.5305438188
"494","DB","3","120","0.75","dtw_lb",0.589218407493993
"495","DBstar","3","120","0.75","dtw_lb",0.806908855291207
"496","D","3","120","0.75","dtw_lb",0
"497","COP","3","120","0.75","dtw_lb",0.171714613125808
"498","Sil","4","120","0.75","dtw_lb",0.431177703207512
"499","SF","4","120","0.75","dtw_lb",1.22661436563476e-10
"500","CH","4","120","0.75","dtw_lb",68876.8874827285
"501","DB","4","120","0.75","dtw_lb",0.530166318914039
"502","DBstar","4","120","0.75","dtw_lb",0.772107625805606
"503","D","4","120","0.75","dtw_lb",0
"504","COP","4","120","0.75","dtw_lb",0.0997636272215754
"505","Sil","5","120","0.75","dtw_lb",0.414526206824913
"506","SF","5","120","0.75","dtw_lb",1.98285832198053e-13
"507","CH","5","120","0.75","dtw_lb",58714.3615325199
"508","DB","5","120","0.75","dtw_lb",0.66620334143972
"509","DBstar","5","120","0.75","dtw_lb",0.85562109716436
"510","D","5","120","0.75","dtw_lb",0
"511","COP","5","120","0.75","dtw_lb",0.0799927753124472
"512","Sil","6","120","0.75","dtw_lb",0.37033925275902
"513","SF","6","120","0.75","dtw_lb",1.11466391672366e-13
"514","CH","6","120","0.75","dtw_lb",57829.7724549171
"515","DB","6","120","0.75","dtw_lb",0.66457007535007
"516","DBstar","6","120","0.75","dtw_lb",1.09162049239102
"517","D","6","120","0.75","dtw_lb",0
"518","COP","6","120","0.75","dtw_lb",0.070471451091994
"519","Sil","7","120","0.75","dtw_lb",0.30688224826274
"520","SF","7","120","0.75","dtw_lb",6.66133814775094e-16
"521","CH","7","120","0.75","dtw_lb",47271.5064956267
"522","DB","7","120","0.75","dtw_lb",1.20597785560112
"523","DBstar","7","120","0.75","dtw_lb",2.22360263683162
"524","D","7","120","0.75","dtw_lb",0
"525","COP","7","120","0.75","dtw_lb",0.06702265263598
"526","Sil","3","120","0","dtw_lb",0.471675209769594
"527","SF","3","120","0","dtw_lb",4.76395833892695e-09
"528","CH","3","120","0","dtw_lb",16952.5888301417
"529","DB","3","120","0","dtw_lb",0.522730637924123
"530","DBstar","3","120","0","dtw_lb",0.684099413254317
"531","D","3","120","0","dtw_lb",0
"532","COP","3","120","0","dtw_lb",0.165910625793522
"533","Sil","4","120","0","dtw_lb",0.45097409528289
"534","SF","4","120","0","dtw_lb",4.38404867963982e-11
"535","CH","4","120","0","dtw_lb",16917.5859765831
"536","DB","4","120","0","dtw_lb",0.542046423951882
"537","DBstar","4","120","0","dtw_lb",0.722947692778984
"538","D","4","120","0","dtw_lb",0
"539","COP","4","120","0","dtw_lb",0.0888909915785649
"540","Sil","5","120","0","dtw_lb",0.380921830121944
"541","SF","5","120","0","dtw_lb",1.22786225631444e-11
"542","CH","5","120","0","dtw_lb",14891.5817253368
"543","DB","5","120","0","dtw_lb",0.683999716294612
"544","DBstar","5","120","0","dtw_lb",1.14422777802401
"545","D","5","120","0","dtw_lb",0
"546","COP","5","120","0","dtw_lb",0.0845357953629445
"547","Sil","6","120","0","dtw_lb",0.345320146577149
"548","SF","6","120","0","dtw_lb",3.24185123190546e-14
"549","CH","6","120","0","dtw_lb",11905.6294928906
"550","DB","6","120","0","dtw_lb",0.757595652908441
"551","DBstar","6","120","0","dtw_lb",1.46680301769299
"552","D","6","120","0","dtw_lb",0
"553","COP","6","120","0","dtw_lb",0.075131428029947
"554","Sil","7","120","0","dtw_lb",0.362394134559255
"555","SF","7","120","0","dtw_lb",0
"556","CH","7","120","0","dtw_lb",13190.9037244533
"557","DB","7","120","0","dtw_lb",0.657300653382282
"558","DBstar","7","120","0","dtw_lb",1.13739710413759
"559","D","7","120","0","dtw_lb",0
"560","COP","7","120","0","dtw_lb",0.0524937411998686
"561","Sil","3","150","0.25","dtw_lb",0.444243771169603
"562","SF","3","150","0.25","dtw_lb",4.08717504285505e-12
"563","CH","3","150","0.25","dtw_lb",12386.7701576228
"564","DB","3","150","0.25","dtw_lb",0.553908492207825
"565","DBstar","3","150","0.25","dtw_lb",0.745486440003628
"566","D","3","150","0.25","dtw_lb",0
"567","COP","3","150","0.25","dtw_lb",0.174778096974841
"568","Sil","4","150","0.25","dtw_lb",0.411083910487773
"569","SF","4","150","0.25","dtw_lb",4.44089209850063e-16
"570","CH","4","150","0.25","dtw_lb",9992.48419997097
"571","DB","4","150","0.25","dtw_lb",0.784957973611335
"572","DBstar","4","150","0.25","dtw_lb",0.887557745212334
"573","D","4","150","0.25","dtw_lb",0
"574","COP","4","150","0.25","dtw_lb",0.106571290330889
"575","Sil","5","150","0.25","dtw_lb",0.372335704667567
"576","SF","5","150","0.25","dtw_lb",0
"577","CH","5","150","0.25","dtw_lb",10184.7853045602
"578","DB","5","150","0.25","dtw_lb",0.802058362860179
"579","DBstar","5","150","0.25","dtw_lb",1.15426092770081
"580","D","5","150","0.25","dtw_lb",0
"581","COP","5","150","0.25","dtw_lb",0.0836030488955547
"582","Sil","6","150","0.25","dtw_lb",0.323574211230492
"583","SF","6","150","0.25","dtw_lb",0
"584","CH","6","150","0.25","dtw_lb",8670.41629882666
"585","DB","6","150","0.25","dtw_lb",0.911234053685681
"586","DBstar","6","150","0.25","dtw_lb",1.79302294421673
"587","D","6","150","0.25","dtw_lb",0
"588","COP","6","150","0.25","dtw_lb",0.0955405586612117
"589","Sil","7","150","0.25","dtw_lb",0.329490499535928
"590","SF","7","150","0.25","dtw_lb",0
"591","CH","7","150","0.25","dtw_lb",9896.08459611639
"592","DB","7","150","0.25","dtw_lb",0.902470513552326
"593","DBstar","7","150","0.25","dtw_lb",1.58981851599267
"594","D","7","150","0.25","dtw_lb",0
"595","COP","7","150","0.25","dtw_lb",0.0668046172685704
"596","Sil","3","150","0.5","dtw_lb",0.448826155480897
"597","SF","3","150","0.5","dtw_lb",1.55953028269096e-11
"598","CH","3","150","0.5","dtw_lb",22227.0908748565
"599","DB","3","150","0.5","dtw_lb",0.571695105850399
"600","DBstar","3","150","0.5","dtw_lb",0.724663876010605
"601","D","3","150","0.5","dtw_lb",0
"602","COP","3","150","0.5","dtw_lb",0.158309987094506
"603","Sil","4","150","0.5","dtw_lb",0.379639852213382
"604","SF","4","150","0.5","dtw_lb",1.60982338570648e-13
"605","CH","4","150","0.5","dtw_lb",19555.3330195054
"606","DB","4","150","0.5","dtw_lb",0.608419862782726
"607","DBstar","4","150","0.5","dtw_lb",0.95088846143808
"608","D","4","150","0.5","dtw_lb",0
"609","COP","4","150","0.5","dtw_lb",0.137390993031004
"610","Sil","5","150","0.5","dtw_lb",0.360312563691724
"611","SF","5","150","0.5","dtw_lb",4.44089209850063e-16
"612","CH","5","150","0.5","dtw_lb",19615.7504368654
"613","DB","5","150","0.5","dtw_lb",0.694701145091544
"614","DBstar","5","150","0.5","dtw_lb",1.03862715596091
"615","D","5","150","0.5","dtw_lb",0
"616","COP","5","150","0.5","dtw_lb",0.0876507079832467
"617","Sil","6","150","0.5","dtw_lb",0.328971613894123
"618","SF","6","150","0.5","dtw_lb",0
"619","CH","6","150","0.5","dtw_lb",17438.5112305268
"620","DB","6","150","0.5","dtw_lb",0.797521393409482
"621","DBstar","6","150","0.5","dtw_lb",1.27596536227018
"622","D","6","150","0.5","dtw_lb",0
"623","COP","6","150","0.5","dtw_lb",0.07723798910602
"624","Sil","7","150","0.5","dtw_lb",0.331088392725944
"625","SF","7","150","0.5","dtw_lb",0
"626","CH","7","150","0.5","dtw_lb",14531.1469456818
"627","DB","7","150","0.5","dtw_lb",0.943008848295194
"628","DBstar","7","150","0.5","dtw_lb",1.62428428740689
"629","D","7","150","0.5","dtw_lb",0
"630","COP","7","150","0.5","dtw_lb",0.0627192160425142
"631","Sil","3","150","0.75","dtw_lb",0.44296890734508
"632","SF","3","150","0.75","dtw_lb",1.60642610325112e-11
"633","CH","3","150","0.75","dtw_lb",33273.0440560804
"634","DB","3","150","0.75","dtw_lb",0.523599256545579
"635","DBstar","3","150","0.75","dtw_lb",0.676376742246087
"636","D","3","150","0.75","dtw_lb",0
"637","COP","3","150","0.75","dtw_lb",0.175819413431465
"638","Sil","4","150","0.75","dtw_lb",0.367449327760064
"639","SF","4","150","0.75","dtw_lb",2.21600515715181e-13
"640","CH","4","150","0.75","dtw_lb",33772.1623607109
"641","DB","4","150","0.75","dtw_lb",0.732215784098177
"642","DBstar","4","150","0.75","dtw_lb",1.11679894185537
"643","D","4","150","0.75","dtw_lb",0
"644","COP","4","150","0.75","dtw_lb",0.136371085422145
"645","Sil","5","150","0.75","dtw_lb",0.360653348616548
"646","SF","5","150","0.75","dtw_lb",2.22044604925031e-16
"647","CH","5","150","0.75","dtw_lb",26257.4115269233
"648","DB","5","150","0.75","dtw_lb",0.77451013831879
"649","DBstar","5","150","0.75","dtw_lb",1.23273029446928
"650","D","5","150","0.75","dtw_lb",0
"651","COP","5","150","0.75","dtw_lb",0.100828374225256
"652","Sil","6","150","0.75","dtw_lb",0.371515469416804
"653","SF","6","150","0.75","dtw_lb",0
"654","CH","6","150","0.75","dtw_lb",28894.2515843111
"655","DB","6","150","0.75","dtw_lb",0.722395279055485
"656","DBstar","6","150","0.75","dtw_lb",1.08898504474065
"657","D","6","150","0.75","dtw_lb",0
"658","COP","6","150","0.75","dtw_lb",0.0722721565348878
"659","Sil","7","150","0.75","dtw_lb",0.357644809022688
"660","SF","7","150","0.75","dtw_lb",0
"661","CH","7","150","0.75","dtw_lb",21119.4183613166
"662","DB","7","150","0.75","dtw_lb",0.857797637221762
"663","DBstar","7","150","0.75","dtw_lb",1.39342955050957
"664","D","7","150","0.75","dtw_lb",0
"665","COP","7","150","0.75","dtw_lb",0.0616681423217455
"666","Sil","3","150","0","dtw_lb",0.474724868632833
"667","SF","3","150","0","dtw_lb",8.5460527543546e-12
"668","CH","3","150","0","dtw_lb",12029.2984232123
"669","DB","3","150","0","dtw_lb",0.565985338180993
"670","DBstar","3","150","0","dtw_lb",0.651537450939904
"671","D","3","150","0","dtw_lb",0
"672","COP","3","150","0","dtw_lb",0.123420552813125
"673","Sil","4","150","0","dtw_lb",0.398638196713561
"674","SF","4","150","0","dtw_lb",1.84297022087776e-14
"675","CH","4","150","0","dtw_lb",9798.26118549922
"676","DB","4","150","0","dtw_lb",0.629457142653523
"677","DBstar","4","150","0","dtw_lb",0.874333099411588
"678","D","4","150","0","dtw_lb",0
"679","COP","4","150","0","dtw_lb",0.106017226457732
"680","Sil","5","150","0","dtw_lb",0.324484000543542
"681","SF","5","150","0","dtw_lb",1.33226762955019e-15
"682","CH","5","150","0","dtw_lb",8418.03453874214
"683","DB","5","150","0","dtw_lb",0.986588860673818
"684","DBstar","5","150","0","dtw_lb",1.61133280088742
"685","D","5","150","0","dtw_lb",0
"686","COP","5","150","0","dtw_lb",0.11171751947461
"687","Sil","6","150","0","dtw_lb",0.275034825118969
"688","SF","6","150","0","dtw_lb",0
"689","CH","6","150","0","dtw_lb",6698.43853296656
"690","DB","6","150","0","dtw_lb",1.18732165404242
"691","DBstar","6","150","0","dtw_lb",2.30307475208023
"692","D","6","150","0","dtw_lb",0
"693","COP","6","150","0","dtw_lb",0.108309875187776
"694","Sil","7","150","0","dtw_lb",0.316965386343816
"695","SF","7","150","0","dtw_lb",0
"696","CH","7","150","0","dtw_lb",7621.55627889145
"697","DB","7","150","0","dtw_lb",0.768676081480876
"698","DBstar","7","150","0","dtw_lb",1.24877904784591
"699","D","7","150","0","dtw_lb",0
"700","COP","7","150","0","dtw_lb",0.0615432699006153
"701","Sil","3","180","0.25","dtw_lb",0.445960980839617
"702","SF","3","180","0.25","dtw_lb",7.32747196252603e-15
"703","CH","3","180","0.25","dtw_lb",10498.8609878451
"704","DB","3","180","0.25","dtw_lb",0.667899854168687
"705","DBstar","3","180","0.25","dtw_lb",0.732741031467047
"706","D","3","180","0.25","dtw_lb",0
"707","COP","3","180","0.25","dtw_lb",0.138756874009089
"708","Sil","4","180","0.25","dtw_lb",0.401812025507376
"709","SF","4","180","0.25","dtw_lb",0
"710","CH","4","180","0.25","dtw_lb",8985.86320414267
"711","DB","4","180","0.25","dtw_lb",0.740151057004398
"712","DBstar","4","180","0.25","dtw_lb",0.864468622497085
"713","D","4","180","0.25","dtw_lb",0
"714","COP","4","180","0.25","dtw_lb",0.0997932959678708
"715","Sil","5","180","0.25","dtw_lb",0.367971529071268
"716","SF","5","180","0.25","dtw_lb",0
"717","CH","5","180","0.25","dtw_lb",8541.8648972708
"718","DB","5","180","0.25","dtw_lb",0.701449353848486
"719","DBstar","5","180","0.25","dtw_lb",0.947859770810151
"720","D","5","180","0.25","dtw_lb",0
"721","COP","5","180","0.25","dtw_lb",0.0847178983112886
"722","Sil","6","180","0.25","dtw_lb",0.355860087171276
"723","SF","6","180","0.25","dtw_lb",0
"724","CH","6","180","0.25","dtw_lb",7199.17621048914
"725","DB","6","180","0.25","dtw_lb",0.769654510298034
"726","DBstar","6","180","0.25","dtw_lb",1.14731122306866
"727","D","6","180","0.25","dtw_lb",0
"728","COP","6","180","0.25","dtw_lb",0.0722432593711668
"729","Sil","7","180","0.25","dtw_lb",0.279265028165326
"730","SF","7","180","0.25","dtw_lb",0
"731","CH","7","180","0.25","dtw_lb",6645.09712731104
"732","DB","7","180","0.25","dtw_lb",1.07851655123102
"733","DBstar","7","180","0.25","dtw_lb",1.68743538538336
"734","D","7","180","0.25","dtw_lb",0
"735","COP","7","180","0.25","dtw_lb",0.0669786809997447
"736","Sil","3","180","0.5","dtw_lb",0.399847423918579
"737","SF","3","180","0.5","dtw_lb",1.58761892521397e-13
"738","CH","3","180","0.5","dtw_lb",14342.5705952421
"739","DB","3","180","0.5","dtw_lb",0.698873011368293
"740","DBstar","3","180","0.5","dtw_lb",0.910721389373663
"741","D","3","180","0.5","dtw_lb",0
"742","COP","3","180","0.5","dtw_lb",0.176603769478101
"743","Sil","4","180","0.5","dtw_lb",0.356301856842377
"744","SF","4","180","0.5","dtw_lb",0
"745","CH","4","180","0.5","dtw_lb",11968.5903872935
"746","DB","4","180","0.5","dtw_lb",0.785491859125479
"747","DBstar","4","180","0.5","dtw_lb",1.09010689699636
"748","D","4","180","0.5","dtw_lb",0
"749","COP","4","180","0.5","dtw_lb",0.128971666706205
"750","Sil","5","180","0.5","dtw_lb",0.322608988003495
"751","SF","5","180","0.5","dtw_lb",0
"752","CH","5","180","0.5","dtw_lb",10376.3882572685
"753","DB","5","180","0.5","dtw_lb",0.73376571444977
"754","DBstar","5","180","0.5","dtw_lb",1.18509254797548
"755","D","5","180","0.5","dtw_lb",0
"756","COP","5","180","0.5","dtw_lb",0.119164890375499
"757","Sil","6","180","0.5","dtw_lb",0.33450893941487
"758","SF","6","180","0.5","dtw_lb",0
"759","CH","6","180","0.5","dtw_lb",10375.3821766568
"760","DB","6","180","0.5","dtw_lb",0.832366723451422
"761","DBstar","6","180","0.5","dtw_lb",1.35879734000039
"762","D","6","180","0.5","dtw_lb",0
"763","COP","6","180","0.5","dtw_lb",0.0771696573599902
"764","Sil","7","180","0.5","dtw_lb",0.281989402182223
"765","SF","7","180","0.5","dtw_lb",0
"766","CH","7","180","0.5","dtw_lb",9636.36382476657
"767","DB","7","180","0.5","dtw_lb",1.06864640597444
"768","DBstar","7","180","0.5","dtw_lb",1.78531899704447
"769","D","7","180","0.5","dtw_lb",0
"770","COP","7","180","0.5","dtw_lb",0.0714853851392975
"771","Sil","3","180","0.75","dtw_lb",0.439484121677459
"772","SF","3","180","0.75","dtw_lb",1.90292226420752e-13
"773","CH","3","180","0.75","dtw_lb",35019.0090235416
"774","DB","3","180","0.75","dtw_lb",0.680377848850881
"775","DBstar","3","180","0.75","dtw_lb",0.817784032302916
"776","D","3","180","0.75","dtw_lb",0
"777","COP","3","180","0.75","dtw_lb",0.150542243145454
"778","Sil","4","180","0.75","dtw_lb",0.381306002332536
"779","SF","4","180","0.75","dtw_lb",0
"780","CH","4","180","0.75","dtw_lb",27780.0941018235
"781","DB","4","180","0.75","dtw_lb",0.652152261108689
"782","DBstar","4","180","0.75","dtw_lb",0.941990483353354
"783","D","4","180","0.75","dtw_lb",0
"784","COP","4","180","0.75","dtw_lb",0.115319608553446
"785","Sil","5","180","0.75","dtw_lb",0.331078679086467
"786","SF","5","180","0.75","dtw_lb",0
"787","CH","5","180","0.75","dtw_lb",22657.9530391145
"788","DB","5","180","0.75","dtw_lb",0.8627546717844
"789","DBstar","5","180","0.75","dtw_lb",1.39589548587696
"790","D","5","180","0.75","dtw_lb",0
"791","COP","5","180","0.75","dtw_lb",0.109149969355246
"792","Sil","6","180","0.75","dtw_lb",0.327622138764756
"793","SF","6","180","0.75","dtw_lb",0
"794","CH","6","180","0.75","dtw_lb",22489.4775094536
"795","DB","6","180","0.75","dtw_lb",0.869727551293491
"796","DBstar","6","180","0.75","dtw_lb",1.47727012756729
"797","D","6","180","0.75","dtw_lb",0
"798","COP","6","180","0.75","dtw_lb",0.0913132138032412
"799","Sil","7","180","0.75","dtw_lb",0.290988931553857
"800","SF","7","180","0.75","dtw_lb",0
"801","CH","7","180","0.75","dtw_lb",19478.4122164347
"802","DB","7","180","0.75","dtw_lb",0.834709846795942
"803","DBstar","7","180","0.75","dtw_lb",1.59630683488707
"804","D","7","180","0.75","dtw_lb",0
"805","COP","7","180","0.75","dtw_lb",0.0784213102966255
"806","Sil","3","180","0","dtw_lb",0.444871834747786
"807","SF","3","180","0","dtw_lb",1.33670852164869e-13
"808","CH","3","180","0","dtw_lb",8837.65776032101
"809","DB","3","180","0","dtw_lb",0.693477817444416
"810","DBstar","3","180","0","dtw_lb",0.780870704592835
"811","D","3","180","0","dtw_lb",0
"812","COP","3","180","0","dtw_lb",0.129168052208542
"813","Sil","4","180","0","dtw_lb",0.38708096222134
"814","SF","4","180","0","dtw_lb",0
"815","CH","4","180","0","dtw_lb",6728.45757571441
"816","DB","4","180","0","dtw_lb",0.628615221969316
"817","DBstar","4","180","0","dtw_lb",0.89732849181549
"818","D","4","180","0","dtw_lb",0
"819","COP","4","180","0","dtw_lb",0.108471856858685
"820","Sil","5","180","0","dtw_lb",0.343931398447668
"821","SF","5","180","0","dtw_lb",0
"822","CH","5","180","0","dtw_lb",6440.37020939437
"823","DB","5","180","0","dtw_lb",0.798554725103542
"824","DBstar","5","180","0","dtw_lb",1.16910258478914
"825","D","5","180","0","dtw_lb",0
"826","COP","5","180","0","dtw_lb",0.086515691592601
"827","Sil","6","180","0","dtw_lb",0.331730268522278
"828","SF","6","180","0","dtw_lb",0
"829","CH","6","180","0","dtw_lb",5460.40547781719
"830","DB","6","180","0","dtw_lb",0.756289905053674
"831","DBstar","6","180","0","dtw_lb",1.0776769998203
"832","D","6","180","0","dtw_lb",0
"833","COP","6","180","0","dtw_lb",0.0699012113889932
"834","Sil","7","180","0","dtw_lb",0.281037205070349
"835","SF","7","180","0","dtw_lb",0
"836","CH","7","180","0","dtw_lb",5181.98161576864
"837","DB","7","180","0","dtw_lb",0.921865118380301
"838","DBstar","7","180","0","dtw_lb",1.62198552173644
"839","D","7","180","0","dtw_lb",0
"840","COP","7","180","0","dtw_lb",0.0660878413108688
"841","Sil","3","120","0.25","gak",0.569190916099721
"842","SF","3","120","0.25","gak",0.595360405445479
"843","CH","3","120","0.25","gak",25816.5870552754
"844","DB","3","120","0.25","gak",0.314704442676833
"845","DBstar","3","120","0.25","gak",0.411243637611931
"846","D","3","120","0.25","gak",7.00112489890937e-05
"847","COP","3","120","0.25","gak",0.0526872217342491
"848","Sil","4","120","0.25","gak",0.50409983954654
"849","SF","4","120","0.25","gak",0.587900491087649
"850","CH","4","120","0.25","gak",23480.3698935756
"851","DB","4","120","0.25","gak",0.602594147276203
"852","DBstar","4","120","0.25","gak",0.969423942031585
"853","D","4","120","0.25","gak",6.93945538978273e-05
"854","COP","4","120","0.25","gak",0.0397544471380079
"855","Sil","5","120","0.25","gak",0.459733928876773
"856","SF","5","120","0.25","gak",0.581079079969649
"857","CH","5","120","0.25","gak",21457.3182318206
"858","DB","5","120","0.25","gak",0.60600244832777
"859","DBstar","5","120","0.25","gak",1.11539871836011
"860","D","5","120","0.25","gak",7.5958565180695e-05
"861","COP","5","120","0.25","gak",0.0331463671447899
"862","Sil","6","120","0.25","gak",0.452010514885379
"863","SF","6","120","0.25","gak",0.567660515147713
"864","CH","6","120","0.25","gak",16242.4597237763
"865","DB","6","120","0.25","gak",0.868758173562647
"866","DBstar","6","120","0.25","gak",1.57794124239395
"867","D","6","120","0.25","gak",6.04351354088292e-05
"868","COP","6","120","0.25","gak",0.0294724406068686
"869","Sil","7","120","0.25","gak",0.405563440317066
"870","SF","7","120","0.25","gak",0.568560818296582
"871","CH","7","120","0.25","gak",13106.0359947304
"872","DB","7","120","0.25","gak",0.437468064023802
"873","DBstar","7","120","0.25","gak",1.00503873074297
"874","D","7","120","0.25","gak",1.03537716438009e-05
"875","COP","7","120","0.25","gak",0.0281026755248365
"876","Sil","3","120","0.5","gak",0.565642139981268
"877","SF","3","120","0.5","gak",0.590458173494694
"878","CH","3","120","0.5","gak",28958.62277891
"879","DB","3","120","0.5","gak",0.404547173461438
"880","DBstar","3","120","0.5","gak",0.552860427959695
"881","D","3","120","0.5","gak",7.16009445315751e-05
"882","COP","3","120","0.5","gak",0.0540033911941869
"883","Sil","4","120","0.5","gak",0.50667924455013
"884","SF","4","120","0.5","gak",0.584519193125316
"885","CH","4","120","0.5","gak",27162.9890154704
"886","DB","4","120","0.5","gak",0.557902042423071
"887","DBstar","4","120","0.5","gak",0.908082356435815
"888","D","4","120","0.5","gak",5.45661006018491e-05
"889","COP","4","120","0.5","gak",0.0401461153509677
"890","Sil","5","120","0.5","gak",0.457373194993841
"891","SF","5","120","0.5","gak",0.581628555231339
"892","CH","5","120","0.5","gak",35355.9040562854
"893","DB","5","120","0.5","gak",0.841390633799854
"894","DBstar","5","120","0.5","gak",1.49110131688758
"895","D","5","120","0.5","gak",4.30224049583125e-05
"896","COP","5","120","0.5","gak",0.0335458966018308
"897","Sil","6","120","0.5","gak",0.473471018341909
"898","SF","6","120","0.5","gak",0.572892633808895
"899","CH","6","120","0.5","gak",34696.3508137601
"900","DB","6","120","0.5","gak",0.612947093994398
"901","DBstar","6","120","0.5","gak",1.10920429539001
"902","D","6","120","0.5","gak",4.43979297242006e-05
"903","COP","6","120","0.5","gak",0.0297350572298819
"904","Sil","7","120","0.5","gak",0.440676336830917
"905","SF","7","120","0.5","gak",0.559633279115272
"906","CH","7","120","0.5","gak",16984.1706626507
"907","DB","7","120","0.5","gak",0.586786766322831
"908","DBstar","7","120","0.5","gak",1.11530135654632
"909","D","7","120","0.5","gak",4.39232285549082e-05
"910","COP","7","120","0.5","gak",0.0264517178453962
"911","Sil","3","120","0.75","gak",0.561059475751116
"912","SF","3","120","0.75","gak",0.593326411747072
"913","CH","3","120","0.75","gak",70734.7994892331
"914","DB","3","120","0.75","gak",0.510437056366944
"915","DBstar","3","120","0.75","gak",0.700815836370863
"916","D","3","120","0.75","gak",3.89905941172044e-05
"917","COP","3","120","0.75","gak",0.0557201389899471
"918","Sil","4","120","0.75","gak",0.506207392427868
"919","SF","4","120","0.75","gak",0.586581936240023
"920","CH","4","120","0.75","gak",69760.3510427715
"921","DB","4","120","0.75","gak",0.623899508101599
"922","DBstar","4","120","0.75","gak",0.992840177713903
"923","D","4","120","0.75","gak",2.26947187429913e-05
"924","COP","4","120","0.75","gak",0.0406860123627419
"925","Sil","5","120","0.75","gak",0.47978301100041
"926","SF","5","120","0.75","gak",0.570693813379973
"927","CH","5","120","0.75","gak",48083.7848183672
"928","DB","5","120","0.75","gak",0.907646923030441
"929","DBstar","5","120","0.75","gak",1.45548300382766
"930","D","5","120","0.75","gak",3.24901700647497e-05
"931","COP","5","120","0.75","gak",0.0335168863336191
"932","Sil","6","120","0.75","gak",0.456715491736797
"933","SF","6","120","0.75","gak",0.56704090433803
"934","CH","6","120","0.75","gak",41837.5274758862
"935","DB","6","120","0.75","gak",0.595115123189646
"936","DBstar","6","120","0.75","gak",1.12218748036502
"937","D","6","120","0.75","gak",4.61966232753626e-05
"938","COP","6","120","0.75","gak",0.0307339715711146
"939","Sil","7","120","0.75","gak",0.444852020579664
"940","SF","7","120","0.75","gak",0.559631430896225
"941","CH","7","120","0.75","gak",35653.4633889168
"942","DB","7","120","0.75","gak",0.975236186400446
"943","DBstar","7","120","0.75","gak",1.8260381612284
"944","D","7","120","0.75","gak",3.73664780228081e-05
"945","COP","7","120","0.75","gak",0.0284739657372991
"946","Sil","3","120","0","gak",0.554359926043336
"947","SF","3","120","0","gak",0.58952064041285
"948","CH","3","120","0","gak",13435.389894681
"949","DB","3","120","0","gak",0.401333486048651
"950","DBstar","3","120","0","gak",0.549480494190963
"951","D","3","120","0","gak",6.47683626204172e-05
"952","COP","3","120","0","gak",0.0563528068963436
"953","Sil","4","120","0","gak",0.522904060964567
"954","SF","4","120","0","gak",0.580962372162556
"955","CH","4","120","0","gak",12677.7355469761
"956","DB","4","120","0","gak",0.828483245721907
"957","DBstar","4","120","0","gak",1.19329553847798
"958","D","4","120","0","gak",8.40208506571312e-05
"959","COP","4","120","0","gak",0.0393617253385379
"960","Sil","5","120","0","gak",0.452256927914728
"961","SF","5","120","0","gak",0.578570819853269
"962","CH","5","120","0","gak",14225.4217156216
"963","DB","5","120","0","gak",0.714573292641554
"964","DBstar","5","120","0","gak",1.31818575304848
"965","D","5","120","0","gak",4.24583696752448e-05
"966","COP","5","120","0","gak",0.0343333941273298
"967","Sil","6","120","0","gak",0.438783005382944
"968","SF","6","120","0","gak",0.573823820742572
"969","CH","6","120","0","gak",14313.2620630269
"970","DB","6","120","0","gak",0.507945063823518
"971","DBstar","6","120","0","gak",0.981429573622288
"972","D","6","120","0","gak",6.55068076451971e-05
"973","COP","6","120","0","gak",0.0310605249072252
"974","Sil","7","120","0","gak",0.387818847634709
"975","SF","7","120","0","gak",0.552870035371463
"976","CH","7","120","0","gak",7725.34440885085
"977","DB","7","120","0","gak",1.23839736629444
"978","DBstar","7","120","0","gak",2.67742953039209
"979","D","7","120","0","gak",8.1647216473352e-05
"980","COP","7","120","0","gak",0.0279245859759004
"981","Sil","3","150","0.25","gak",0.545092175555836
"982","SF","3","150","0.25","gak",0.601321062912133
"983","CH","3","150","0.25","gak",14448.0521468069
"984","DB","3","150","0.25","gak",0.422334454794346
"985","DBstar","3","150","0.25","gak",0.602233079377144
"986","D","3","150","0.25","gak",5.02522559897347e-05
"987","COP","3","150","0.25","gak",0.0497800481307086
"988","Sil","4","150","0.25","gak",0.505839728414945
"989","SF","4","150","0.25","gak",0.589288315140473
"990","CH","4","150","0.25","gak",9958.57058026995
"991","DB","4","150","0.25","gak",0.738821378921026
"992","DBstar","4","150","0.25","gak",1.06487391302494
"993","D","4","150","0.25","gak",0.000150051775930977
"994","COP","4","150","0.25","gak",0.0345419097013011
"995","Sil","5","150","0.25","gak",0.489732986310116
"996","SF","5","150","0.25","gak",0.587470874768041
"997","CH","5","150","0.25","gak",15086.8145630293
"998","DB","5","150","0.25","gak",0.94025795967056
"999","DBstar","5","150","0.25","gak",1.47312597603155
"1000","D","5","150","0.25","gak",7.40558695889342e-05
"1001","COP","5","150","0.25","gak",0.0315930806754703
"1002","Sil","6","150","0.25","gak",0.427934641326647
"1003","SF","6","150","0.25","gak",0.581154723048316
"1004","CH","6","150","0.25","gak",7040.40583111024
"1005","DB","6","150","0.25","gak",0.673098867085591
"1006","DBstar","6","150","0.25","gak",1.30743449749059
"1007","D","6","150","0.25","gak",8.55904952057805e-05
"1008","COP","6","150","0.25","gak",0.0283294757751722
"1009","Sil","7","150","0.25","gak",0.419089049591647
